chembl_id,smiles,standard_value,bioactivity
CHEMBL611629,O=c1[nH]c2c(nc3cnccn32)c2ccccc12,3230.0,intermediate
CHEMBL563441,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)C3CCNCC3)c21,160.0,active
CHEMBL2414047,Nc1cccc2c(=O)[nH]c(-c3cccs3)cc12,5610.0,intermediate
CHEMBL2414043,Nc1cccc2c(=O)[nH]c(-c3ccccc3)cc12,1070.0,intermediate
CHEMBL2237216,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(c2ccccc2)CC1,234.0,active
CHEMBL2237220,CCCC(C)N1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,40.0,active
CHEMBL3763844,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(CN3CCCC3)cc1)C2c1ccccc1,4.02,active
CHEMBL82336,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,99.0,active
CHEMBL3663646,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC4)CC3)c(=O)c12,2500.0,intermediate
CHEMBL3394703,COc1cc2c(cc1OC)C1(O)C3C4c5ccccc5C(c5ccccc54)C3C(=O)N1CC2,1634.7,intermediate
CHEMBL551001,NCCc1c[nH]c2ccc3c(c12)CCNC3=O,40.0,active
CHEMBL246750,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(CNC(=O)C6CCCC6)n5)cc4c23)CCC1,52.0,active
CHEMBL247374,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,18.0,active
CHEMBL481591,COc1ccc(-c2ccc3cccc(C(N)=O)c3n2)cc1,1100.0,intermediate
CHEMBL502330,NC(=O)c1cccc2cccnc12,1900.0,intermediate
CHEMBL560654,CN1CCN(C(=O)c2cccc(-c3cc4[nH]c(=O)c5ccccc5n4n3)c2)CC1,1000.0,active
CHEMBL504998,Cc1cnc2c(C(N)=O)cccc2c1,3400.0,intermediate
CHEMBL596390,O=C1NCC2c3c(cccc31)CCN2C(=O)CCc1ccccc1,4.0,active
CHEMBL590579,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CC1)NCNC2=O,9.0,active
CHEMBL590088,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCN2)CC1,8.2,active
CHEMBL589833,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC(N2CCCC2)CC1,5.4,active
CHEMBL597925,CCS(=O)(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,9.0,active
CHEMBL598751,O=C(c1ccccn1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.4,active
CHEMBL596367,CNCc1ccc(-n2cc3c(Cl)ccc(C(N)=O)c3n2)cc1,180.0,active
CHEMBL593379,CN1CCCC(C(=O)NCc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)C1,22.0,active
CHEMBL562310,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,100000.0,inactive
CHEMBL480715,NC(=O)c1ccccc1OCCc1cccc(C(=O)N2CCNCC2)c1,970.0,active
CHEMBL1089332,O=c1[nH]c2ccc(OC3CCN(CCN4CCCCC4)CC3)cc2c2c1CSCC2,173.0,active
CHEMBL3606007,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3cccnc3)CC1)C2,13400.0,inactive
CHEMBL480427,Cc1ccc(-c2cnc3c(C(N)=O)cccc3c2)cc1,43000.0,inactive
CHEMBL504903,CC#Cc1cnc2c(C(N)=O)cccc2c1,2200.0,intermediate
CHEMBL519778,CN(Cc1ccccc1)Cc1nc2cccc3c2n1CCNC3=O,88.0,active
CHEMBL3291329,Cn1c(C(=O)NCCN2CCCC2)cc2c1-c1ccccc1C(=O)NC2,8167.0,intermediate
CHEMBL3291330,Cc1c(C(=O)N2CCN(C)CC2)sc2c1[nH]c(=O)c1ccccc12,231.0,active
CHEMBL3286446,Cc1c(C(=O)N2CC=C(c3ccc(F)cc3)CC2)sc2c1[nH]c(=O)c1ccccc12,133.0,active
CHEMBL1171468,NC(=O)c1cccc(C2CO2)c1,1000.0,active
CHEMBL1095605,CNCc1cccc(-n2cc3cccc(C(N)=O)c3n2)c1,5.3,active
CHEMBL1097619,CNCCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,200.0,active
CHEMBL309636,O=C(CCN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,240.0,active
CHEMBL365077,COc1ccc(C2=CCN(CCCc3nc(O)c4ccccc4n3)CC2)cc1,8.3,active
CHEMBL3317917,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)c2ccccn2)CC1,46.12,active
CHEMBL2323221,O=C1NCC2c3c(cccc31)CCN2C(=O)C1CCCN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,45.0,active
CHEMBL525534,Cc1nn(C)c2[nH]c3c(c(=O)c12)CCC3,7000.0,intermediate
CHEMBL3649725,CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,1540.0,intermediate
CHEMBL108840,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnn2)cc1,25.0,active
CHEMBL321703,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccncc2)cc1,15.0,active
CHEMBL3663639,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC(F)(F)CC4)CC3)c(=O)c12,150.0,active
CHEMBL121765,Cc1nc2c(C(N)=O)cccc2[nH]1,1000.0,active
CHEMBL4091897,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(N)C3)nc12,15.0,active
CHEMBL4099412,CCC(CC)N1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1=O,88.0,active
CHEMBL4060779,CC(C)N1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,64.0,active
CHEMBL4062157,CC(C)CCN1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,111.0,active
CHEMBL186365,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2c(Cl)cc(Cl)cc12,39.0,active
CHEMBL433965,O=S(=O)(c1cc2c(cc1F)-c1nc(O)c3ccccc3c1C2)n1ccnc1,500.0,active
CHEMBL338567,NC(=O)c1cccc([N+](=O)[O-])c1,160000.0,inactive
CHEMBL2323541,O=C(CCN1CCc2cccc3c2C1CNC3=O)NCC(=O)N1CCN(c2ccccc2F)CC1,8960.0,intermediate
CHEMBL603873,CN(C)C(=O)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.0,active
CHEMBL492692,CCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,6.0,active
CHEMBL3649737,CN(C)CCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,230.0,active
CHEMBL3649753,O=c1[nH]c2cc(CN3CCCCC3)ccc2c2c1CCCN2,130.0,active
CHEMBL3649763,CN(CCC(=O)O)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,920.0,active
CHEMBL3649769,O=c1[nH]c2cc(Cn3cccc3)ccc2c2c1CCCN2,1540.0,intermediate
CHEMBL3649782,COc1cc(CN2CCC(N=O)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,180.0,active
CHEMBL3653089,CCCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,190.0,active
CHEMBL3653090,COc1cc(CN(C)C2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,410.0,active
CHEMBL3649774,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,3000.0,intermediate
CHEMBL3649778,CCNCc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,50.0,active
CHEMBL3649787,COc1cc(CN2CCCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,150.0,active
CHEMBL3649812,CCCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,960.0,active
CHEMBL322133,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Br)cc1,15.0,active
CHEMBL543393,CC(C)N1CCN(CC(=O)Nc2ccc3nc(O)c4ccccc4c3n2)CC1,277.0,active
CHEMBL108623,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,20.0,active
CHEMBL455549,NC(=O)c1ccccc1OCc1ccc(F)c(C(=O)N2CCNCC2)c1,61.0,active
CHEMBL3696944,O=C(O)c1ccc2c(c1)[nH]c(=O)c1ccncc12,1000.0,active
CHEMBL47846,O=[N+]([O-])c1ccc2c(c1)nc(O)c1cc([N+](=O)[O-])ccc12,35000.0,inactive
CHEMBL494117,O=C(c1ccccc1)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,11.0,active
CHEMBL494928,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ccccc2)CC1,51.0,active
CHEMBL493693,CCCCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,5.0,active
CHEMBL108341,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccccc2)cc1,20.0,active
CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,60.0,active
CHEMBL1171806,CN(C)Cc1ccc(-c2c[nH]c(=O)c3cccc(O)c23)cc1,68.0,active
CHEMBL1949845,O=c1[nH]cnc2ccc(I)cc12,25000.0,inactive
CHEMBL1949858,Nc1cccc2c(=O)[nH]cnc12,760.0,active
CHEMBL1949846,O=c1[nH]cnc2ccc(O)cc12,25000.0,inactive
CHEMBL1949862,Cc1nc2cccc(F)c2c(=O)[nH]1,1970.0,intermediate
CHEMBL2323534,O=C(NC1CC(O)c2ccccc21)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,570.0,active
CHEMBL203597,CN(Cc1ccncc1)C(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,65.0,active
CHEMBL204440,CN(C)CCNC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,165.0,active
CHEMBL4159311,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC12CNC2,526.1,active
CHEMBL4175276,NC(=O)c1cccc2[nH]c(-c3ccccc3Nc3c4ccccc4nc4ccccc34)nc12,1990.0,intermediate
CHEMBL4163950,CCCCc1ccc2nc3ccccc3c(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3)c2c1,130.0,active
CHEMBL480714,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cc(COc3ccccc3C(N)=O)ccc2F)CC1,50.0,active
CHEMBL480704,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,5.0,active
CHEMBL505159,Cc1nn(C(C)(C)C)c2[nH]c(=O)c3c(c12)CSC3,1841.5,intermediate
CHEMBL1090018,O=c1[nH]c2ccc(OC3CCN(c4ccccc4)CC3)cc2c2c1CSCC2,695.0,active
CHEMBL1093295,O=c1[nH]c2ccc(OC3CCCNC3)cc2c2c1CSCC2,28.0,active
CHEMBL107764,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,12.0,active
CHEMBL108239,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cccnn2)CC1,20.0,active
CHEMBL1373905,O=[N+]([O-])c1ccc2ncnc(O)c2c1,25000.0,inactive
CHEMBL298064,Nc1cccc2c1nc(O)c1ccccc12,312.0,active
CHEMBL3649760,CN1CCN(Cc2ccc3c4c(c(=O)[nH]c3c2)CCCN4)CC1,1720.0,intermediate
CHEMBL3649788,COc1cc(CN(C)CCCl)cc2[nH]c(=O)c3c(c12)NCCC3,180.0,active
CHEMBL3649810,COc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,70.0,active
CHEMBL494929,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccc2)CC1,5.0,active
CHEMBL2323545,CC(NC(=O)CN1CCc2cccc3c2C1CNC3=O)C(=O)N1CC=C(c2ccc(F)cc2)CC1,19.0,active
CHEMBL4167044,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C(=O)N2CCOCC2)CC1,2.3,active
CHEMBL4176202,COc1ccccc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,296.6,active
CHEMBL4175142,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccccc2O)CC1,0.9,active
CHEMBL4170242,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ncc(C(F)(F)F)cn2)CC1,70.5,active
CHEMBL506109,Cn1nc(-c2cccs2)c2c3c(c(=O)[nH]c21)CCC3,148.6,active
CHEMBL4066329,CC(C)(C)OC(=O)N1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)C1,1810.0,intermediate
CHEMBL4077831,NC(=O)c1cccc2[nH]c(C(=O)NC3CCNC3)nc12,343.0,active
CHEMBL4081066,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC4CC4)CC3)nc12,108.0,active
CHEMBL4082982,CCC(CC)N1CCC(NC(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,30.0,active
CHEMBL4096563,CC(C)(C)OC(=O)N1CCC(NC2CCN(C(=O)c3nc4c(C(N)=O)cccc4[nH]3)C2)CC1,1190.0,intermediate
CHEMBL4070612,CC(C)(C)OC(=O)N1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,152.0,active
CHEMBL1096642,NC(=O)c1cccc2cn(-c3ccc(CN4CCCC4)cc3)nc12,4.8,active
CHEMBL371819,CCCNC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,100.0,active
CHEMBL495497,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ccccn2)CC1,10.0,active
CHEMBL493692,CCCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,6.0,active
CHEMBL522501,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(CCO)CC1,39.0,active
CHEMBL191469,CN(C)CC(=O)Nc1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,800.0,active
CHEMBL1092776,CN1CCCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,39.0,active
CHEMBL84741,O=C(CCN1CCCCC1)N1CCc2nc(O)c3ccccc3c2C1,42.0,active
CHEMBL1767048,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(C(F)(F)F)cc1,10700.0,inactive
CHEMBL247578,CS(=O)(=O)Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,38.0,active
CHEMBL193336,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCCCC12,20.0,active
CHEMBL148173,CN(C)Cc1ccc(-c2[nH]c3cccc4c3c2CCNC4=O)cc1,5.0,active
CHEMBL3290486,NC(=O)c1cccc2c1OC(=Cc1ccc(OCC(=O)N3CCOCC3)cc1)C2=O,223.0,active
CHEMBL3649729,O=c1[nH]c2ccc(OCCO)cc2c2c1CCCN2,1080.0,intermediate
CHEMBL1949863,Cc1nc2cccc(C)c2c(=O)[nH]1,5310.0,intermediate
CHEMBL595692,O=C1NCC2c3c(cccc31)CCN2C(=O)NCc1ccccc1,12.0,active
CHEMBL595927,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccccc1Cl,16.0,active
CHEMBL595018,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1cccnc1,1.0,active
CHEMBL4175440,Cc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12,450.0,active
CHEMBL4166888,CCCCc1ccc2nc3ccccc3c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c2c1,320.0,active
CHEMBL4163596,O=C(c1ccccc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,6.1,active
CHEMBL4172731,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(Cc2cccnc2)CC1,156.7,active
CHEMBL2237212,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCCC2)CC1,68.0,active
CHEMBL391403,CS(=O)(=O)NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,18.0,active
CHEMBL246192,Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)c(Br)s1,84.0,active
CHEMBL246190,Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,40.0,active
CHEMBL245989,O=C(CBr)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,13.0,active
CHEMBL395864,CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,17.0,active
CHEMBL497571,Cn1nc(-c2cccs2)c2c3c(c(=O)[nH]c21)CCCC3,6.9,active
CHEMBL497774,Cc1nn(-c2ccccc2)c2[nH]c(=O)c3c(c12)CCCC3,9720.0,intermediate
CHEMBL1099295,NC(=O)c1cccc2cn(-c3ccc(Cl)cc3)nc12,24.0,active
CHEMBL2407976,Cc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3)CC2)cc2c1OC(C)C(=O)N2,33.0,active
CHEMBL2407974,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)cc1,17.0,active
CHEMBL3696941,O=C(O)c1ccc2c3ccccc3c(=O)n(CCCO)c2c1,60.0,active
CHEMBL3290475,NC(=O)c1cccc2c1OC(=Cc1ccc(O)cc1)C2=O,813.0,active
CHEMBL1173657,O=c1[nH]cc(-c2ccccc2)c2ccccc12,890.0,active
CHEMBL373066,O=C1NC(=O)c2c1ccc1[nH]ccc21,750.0,active
CHEMBL297200,O=S(=O)(NCC(c1ccccc1)c1ccccc1)c1ccc2nc(O)c3ccccc3c2c1,14000.0,inactive
CHEMBL83760,Oc1nc2c(c3ccccc13)CCCC2,167.0,active
CHEMBL110115,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(F)F)cc1,30.0,active
CHEMBL2237226,CCN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,47.0,active
CHEMBL444846,Oc1nc2c(c3ccc(F)cc13)CNCC2,20.0,active
CHEMBL2414048,Cc1cc2c(N)cccc2c(=O)[nH]1,230.0,active
CHEMBL2414045,COc1ccc(-c2cc3c(N)cccc3c(=O)[nH]2)cc1,900.0,active
CHEMBL591515,N#Cc1cccnc1N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,0.7,active
CHEMBL597339,O=C(c1cc(Cc2c[nH]c(=O)c3cccn23)ccc1F)N1CCCNCC1,1.8,active
CHEMBL1949866,Cc1nc2c(N)cccc2c(=O)[nH]1,400.0,active
CHEMBL3644770,O=C1CN(Cc2ccc3c(c2)-c2n[nH]c(=O)c4cccc(c24)O3)CCN1,20.0,active
CHEMBL3527002,O=C1CCN(Cc2ccc3c(c2)-c2n[nH]c(=O)c4cccc(c24)O3)CC1,120.0,active
CHEMBL1949840,O=c1[nH]cnc2cccc(F)c12,7040.0,intermediate
CHEMBL3978133,O=c1[nH]nc2c3c(cccc13)NC1=C2CCC1,6.0,active
CHEMBL3765661,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1cncnc1,7.62,active
CHEMBL3764066,Cn1ccnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,22.4,active
CHEMBL125244,Cc1cccc2c(O)nc(-c3ccc(O)cc3)nc12,1200.0,intermediate
CHEMBL508796,Cc1nn(C)c2[nH]c(=O)c3c(c12)CCC3,29.8,active
CHEMBL3649741,CN(C)CCCOc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,3020.0,intermediate
CHEMBL3649791,COc1cc(CNC(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,110.0,active
CHEMBL3705003,COc1cc(C[N+](C)(C)C2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,290.0,active
CHEMBL4162614,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCN(C(=O)C3CC3)C2)C1,2586.0,intermediate
CHEMBL4169885,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCCC2)C1,51.4,active
CHEMBL5275672,Cc1nnc2n1N=C(c1ccccc1OCCNCCCNCCOc1ccccc1C1=Nn3c(C)nnc3SC1)CS2,1.37,active
CHEMBL3963459,CC(C)(C)CCN1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,14.0,active
CHEMBL3105423,CC(NC(=O)Cc1n[nH]c(=O)c2ccccc12)c1ccc2c(c1)CCCC2,1860.0,intermediate
CHEMBL3955426,CC#CCOc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,14700.0,inactive
CHEMBL3928915,O=C(CN1CCC(C(=O)c2ccc(OCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,4500.0,intermediate
CHEMBL3944401,O=C(CN1CCC(C(=O)c2ccc(OCCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,1750.0,intermediate
CHEMBL3967549,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1C,17100.0,inactive
CHEMBL4106657,CN(C)C1(C(=O)N2CCN(C(=O)c3cc(Oc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)CCC1,7.0,active
CHEMBL380488,O=C1NCc2c1c1c(c3[nH]c4ccc(Cl)cc4c23)CCC1,120.0,active
CHEMBL3291314,Cn1c(C(=O)N2CCN(Cc3ccccc3)CC2)cc2[nH]c(=O)c3ccccc3c21,860.0,active
CHEMBL3291326,CN(C)C1CCN(C(=O)c2cc3c(n2C)-c2ccccc2C(=O)NC3)CC1,6429.0,intermediate
CHEMBL3290451,NC(=O)c1cccc2c1OCC2,9450.0,intermediate
CHEMBL313782,O=S(=O)(CCN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,376.0,active
CHEMBL1089713,CCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,13.0,active
CHEMBL1090019,O=c1[nH]c2ccc(OC3CCN(Cc4ccccc4)CC3)cc2c2c1CSCC2,53.0,active
CHEMBL1094632,CN1CCN(Cc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)CC1,31.0,active
CHEMBL1094631,NC(=O)c1cccc2cn(-c3ccc(CN4CCOCC4)cc3)nc12,17.0,active
CHEMBL379251,CCCN1CCCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,10.0,active
CHEMBL202313,CCOC(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,15.0,active
CHEMBL2237225,CCCN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,45.0,active
CHEMBL2323223,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CNC3,156000.0,inactive
CHEMBL2323537,O=C1NCC2c3c(cccc31)CCN2CC(=O)N1CC2CCCNC2C1,9350.0,intermediate
CHEMBL1813879,O=C(Nc1ccc(Oc2cc3ccccc3cc2Br)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,123000.0,inactive
CHEMBL1813880,Cc1ccc(C(C)C)c(Br)c1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)cc(Br)c1O,78000.0,inactive
CHEMBL3644608,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3cccc(F)c3)CC1)N2,27.0,active
CHEMBL3644568,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1cccc(F)c1)N2,32.0,active
CHEMBL3644570,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC3(CC1)OCCO3)N2,20.0,active
CHEMBL3644585,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1ccccc1)N2,44.0,active
CHEMBL3644592,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(c3c[nH]c4ccccc34)CC1)N2,13.0,active
CHEMBL3903910,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)F)n21,24.77,active
CHEMBL245735,CC(=O)Nc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,54.0,active
CHEMBL245537,Cc1sc(N)nc1-c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,50.0,active
CHEMBL541576,CN(C)CC(=O)Nc1cnc2c(c1)nc(O)c1ccccc12,165.0,active
CHEMBL381303,O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCCC1,10000.0,inactive
CHEMBL3290456,CC1Cc2cccc(C(N)=O)c2O1,6340.0,intermediate
CHEMBL3644599,Cc1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,21.0,active
CHEMBL3955370,CC1(C)CCC2=C(C1)c1n[nH]c(=O)c3cccc(c13)N2,6.3,active
CHEMBL3663638,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCCC4)CC3)c(=O)c12,230.0,active
CHEMBL3644781,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CNC3CCC(O)CC3)cc1-2,30.0,active
CHEMBL3290461,CC1Cc2cc(F)cc(C(N)=O)c2O1,3620.0,intermediate
CHEMBL381280,O=C1NC(=O)c2c1ccc1c2CCC1,2220.0,intermediate
CHEMBL201723,Cc1cc2c(c3c1[nH]c1ccccc13)C(=O)NC2=O,5000.0,intermediate
CHEMBL294995,COC(=O)c1ccc2c(c1)nc(O)c1ccccc12,184.0,active
CHEMBL297175,Cc1cc2nc(O)c3ccccc3c2cc1NC(=O)C[N+](C)(C)C,195.0,active
CHEMBL3219283,CN(C)Cc1cc2c([nH]c(=O)c3cccc(O)c32)s1,29.0,active
CHEMBL522056,Cc1nn(C(C)(C)C)c2[nH]c(=O)c3c(c12)CCC3,519.2,active
CHEMBL3649724,O=c1[nH]c2ccc(OCCN3CCNCC3)cc2c2c1CCCN2,1480.0,intermediate
CHEMBL3649784,COCCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,110.0,active
