chembl_id,smiles,standard_value,bioactivity
CHEMBL246547,CC(C)CC(=O)NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,56.0,active
CHEMBL194535,Oc1nc2cc(CN3CCOCC3)ccc2c2ccccc12,23.0,active
CHEMBL195758,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCSCC12,8.9,active
CHEMBL370171,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCNCC12,8600.0,intermediate
CHEMBL2377258,O=c1[nH]c(CCCN2CCN(c3ccc(F)cc3)CC2)nc2ccccc12,77.0,active
CHEMBL2377257,COc1ccccc1N1CCN(CCCc2nc3ccccc3c(=O)[nH]2)CC1,189.0,active
CHEMBL4276836,CN1CCc2cc(-c3nc4c(C(N)=O)cccc4[nH]3)sc2C1,55.0,active
CHEMBL248649,O=c1[nH]c(C2=CC(N3CCC(c4ccc(F)cc4)CC3)CC2)nc2c(Cl)cccc12,35.0,active
CHEMBL1949865,Cc1nc2c(Cl)cccc2c(=O)[nH]1,2650.0,intermediate
CHEMBL151549,Cc1nc(O)c2cccc(C)c2n1,490.0,active
CHEMBL204809,CCCN1CCCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1,5.0,active
CHEMBL203548,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(C2CCCCC2)CC1,6.0,active
CHEMBL1935252,CCN(CC)CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,21.0,active
CHEMBL1935255,O=C(CN1CCCCC1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,20.0,active
CHEMBL563107,O=C(c1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1)N1CCN2CCCC2C1,2500.0,intermediate
CHEMBL561717,CN1CCC(CNC(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)CC1,70.0,active
CHEMBL550788,O=c1[nH]c2cc(-c3ccco3)nn2c2ccccc12,200.0,active
CHEMBL550369,O=c1[nH]c2cc(C3CCCCC3)nn2c2ccccc12,200.0,active
CHEMBL1767054,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccccc1,13900.0,inactive
CHEMBL1767050,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(F)cc1,18000.0,inactive
CHEMBL1767051,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(Cl)cc1,11200.0,inactive
CHEMBL1767055,Cc1ccccc1C(=O)Nc1cccc2c(=O)[nH]ccc12,31600.0,inactive
CHEMBL3291318,Cn1c(C(=O)N2CCCNCC2)cc2[nH]c(=O)c3ccccc3c21,100.0,active
CHEMBL4063888,CCc1ccc(Cn2cc(C=C3SC(=O)NC3=O)c3ccccc32)cc1,1560.0,intermediate
CHEMBL4090218,O=C1NC(=O)C(=Cc2cn(Cc3ccc(F)cc3)c3ccccc23)S1,5030.0,intermediate
CHEMBL107738,Oc1nc2ccccc2c2cccnc12,14000.0,inactive
CHEMBL110381,Oc1nc2ncccc2c2ccccc12,311.0,active
CHEMBL3317906,N#Cc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,85.53,active
CHEMBL193918,Cc1noc(-c2cccc(Cc3nnc(O)c4ccccc34)c2)n1,189.0,active
CHEMBL4078014,O=C(C=Cc1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1)NO,15.04,active
CHEMBL3290470,NC(=O)c1cccc2c1OC(=Cc1ccc(Cl)cc1)C2=O,6090.0,intermediate
CHEMBL3290476,NC(=O)c1cccc2c1OC(=Cc1ccc(O)c(O)c1)C2=O,531.0,active
CHEMBL4167980,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCCCC2)C1,141.4,active
CHEMBL4166463,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CNC2)C1,1237.0,intermediate
CHEMBL4163013,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCC2)C1,32.4,active
CHEMBL4168908,CC(C)(C)OC(=O)N1CCC2(CC1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,2969.0,intermediate
CHEMBL4176099,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC12CCCCC2,284.0,active
CHEMBL4167820,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC2(CCNCC2)C1,1419.0,intermediate
CHEMBL4162679,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC12CCC2,36.5,active
CHEMBL194684,Oc1nnc(CCCCCN2CCOCC2)c2ccccc12,119.0,active
CHEMBL4062572,NC(=O)c1cccc2[nH]c(C(=O)NC3CCCN(C4CCCCC4)C3)nc12,382.0,active
CHEMBL4067089,CCCN1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,49.0,active
CHEMBL480108,O=C1NCCn2cnc3cccc1c32,299.0,active
CHEMBL246548,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(CNC(=O)C6CC6)n5)cc4c23)CCC1,49.0,active
CHEMBL397773,N=C(N)Nc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,19.0,active
CHEMBL245538,CNc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,54.0,active
CHEMBL3943929,CC1c2nnc(C(F)(F)F)n2CCN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,35.52,active
CHEMBL3960883,COC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,83.97,active
CHEMBL2440671,O=C1NC2Cc3ccccc3CN2c2ccccc21,1920.0,intermediate
CHEMBL4160677,N#Cc1ccc(N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)cc(F)c3F)CC2)cc1,5.4,active
CHEMBL4171279,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,0.4,active
CHEMBL3291322,Cn1c(C(=O)NCCCN2CCOCC2)cc2[nH]c(=O)c3ccccc3c21,100.0,active
CHEMBL3291334,Cc1c(C(=O)NCCN2CCN(C)CC2)sc2c1[nH]c(=O)c1ccccc12,284.0,active
CHEMBL1091710,O=c1[nH]c2ccc(O)cc2c2c1CSCC2,99.0,active
CHEMBL4080365,CCC(CC)N1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,302.0,active
CHEMBL4073487,CC(C)(C)OC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,968.0,active
CHEMBL1935269,O=C(CCC(=O)N1CCNCC1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,15.0,active
CHEMBL4159240,CC(C)(C)OC(=O)N1CCC2(CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)C2)C1,4397.0,intermediate
CHEMBL4160558,Cc1cccc2c(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3)c3ccccc3nc12,140.0,active
CHEMBL4170803,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccc(Cl)cc2)CC1,103.0,active
CHEMBL4082114,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2Cl)C1,6.2,active
CHEMBL4099732,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)C1CCN(CC(F)(F)F)C1,467.0,active
CHEMBL3644768,COCCN1CCN(Cc2ccc3c(c2)-c2n[nH]c(=O)c4cccc(c24)O3)CC1,20.0,active
CHEMBL3644774,CC(C)N(Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2)C(C)C,300.0,active
CHEMBL3092521,CCC(CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1,3100.0,intermediate
CHEMBL4170845,CC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,7.1,active
CHEMBL4090232,CC(C)(C)OC(=O)N1CCC(NC2CCN(C(=O)c3nc4c(C(N)=O)cccc4[nH]3)CC2)CC1,250.0,active
CHEMBL4089394,NC(=O)c1cccc2[nH]c(C(=O)N3CCNC(=O)C3)nc12,29.0,active
CHEMBL46137,O=S(=O)(O)c1ccc2c(c1)nc(O)c1cc(F)ccc12,10.0,active
CHEMBL296750,Cc1cccc2c(O)nc3cc(F)ccc3c12,92.0,active
CHEMBL587486,N#Cc1c(-c2ccccc2)cn2c1[nH]c(=O)c1ccccc12,9570.0,intermediate
CHEMBL604293,Cc1c(Cc2ccc(F)c(C(=O)N3CCC4(CCN4)CC3)c2)n[nH]c(=O)c1C,4.6,active
CHEMBL1171297,CCN1CCC(c2nn(C)c3[nH]c(=O)c4ccccc4c23)CC1,25.0,active
CHEMBL563634,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)C3CCN(c4ncccn4)CC3)c21,120.0,active
CHEMBL562331,CN1CCC(C(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)C1,53.0,active
CHEMBL481867,NC(=O)c1ccccc1OCCc1cccc(C(=O)N2CCN(C(=O)C3CCCC3)CC2)c1,200.0,active
CHEMBL481881,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CCCC2)CC1,8.0,active
CHEMBL494721,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)N2CCOCC2)CC1,6.0,active
CHEMBL521809,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,2.0,active
CHEMBL523887,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(CCO)CC1,7.0,active
CHEMBL436298,O=C1C2CC2C(=O)N1c1cc(Cc2nnc(O)c3ccccc23)ccc1F,5.0,active
CHEMBL202294,CC(C)CNC(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,16.0,active
CHEMBL383070,COc1cccc(CCC(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)c1,8.0,active
CHEMBL3984540,NCCOc1c(-c2ccc(F)cc2)[nH]c(=O)c2cc(F)ccc12,60.0,active
CHEMBL187062,CCc1cccc2c(O)nc(CCCN3CC=C(c4ccccc4)CC3)nc12,66.0,active
CHEMBL599802,CNC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c(C)c3C)ccc2F)CC1,3.7,active
CHEMBL592487,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,4.2,active
CHEMBL3606016,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccc4[nH]ccc4c3)CC1)C2,100.0,active
CHEMBL107935,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Oc2ccccc2)cc1,30.0,active
CHEMBL605284,CCC(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,3.2,active
CHEMBL590327,CN(C)C1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.6,active
CHEMBL604547,NC1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,7.1,active
CHEMBL610164,Cc1cc2c(=O)[nH]cc(Cc3ccc(F)c(C(=O)N4CCCNCC4)c3)n2c1,1.6,active
CHEMBL3317897,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,104.9,active
CHEMBL3092518,CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(-n2ccnc2)cc1,450.0,active
CHEMBL3113568,O=C1NCCn2c(-c3ccc(OCCF)cc3)nc3cccc1c32,6.3,active
CHEMBL3764995,Cn1cnnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,2.76,active
CHEMBL1091454,CCCCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,45.0,active
CHEMBL1090020,O=c1[nH]c2ccc(OC3CCN(CCc4ccccc4)CC3)cc2c2c1CSCC2,38.0,active
CHEMBL480452,CCOc1ccc(-c2csc(N=Cc3c[nH]c4ccccc34)n2)c(OCC)c1,240.0,active
CHEMBL482012,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1,753.0,active
CHEMBL1767056,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc([N+](=O)[O-])cc1,3000.0,intermediate
CHEMBL1767067,NC(=O)c1cccc2nc(-c3ccc(Cl)cc3)cnc12,30.0,active
CHEMBL594215,O=c1[nH]c2c(nc3ncccn32)c2ccccc12,5780.0,intermediate
CHEMBL2407982,Cc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3Cl)CC2)cc2c1OC(C)C(=O)N2,76.0,active
CHEMBL108968,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(=O)c2ccccc2)cc1,30.0,active
CHEMBL3394711,COc1cc2c(c(OC)c1)C1CCC(=O)N1CC2,1371.4,intermediate
CHEMBL363363,Nc1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,300.0,active
CHEMBL204533,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(CC2CC2)CC1,14.0,active
CHEMBL543394,Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,75.0,active
CHEMBL110178,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccncc2)CC1,40.0,active
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,70.0,active
CHEMBL202262,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCC(C(=O)N2CCCCC2)CC1,15.0,active
CHEMBL2407986,CNC(=O)c1ccc(N2CCN(Cc3cc4c(c(OC)c3)OC(C)C(=O)N4)CC2)c(C)c1,36.0,active
CHEMBL3606018,NC(=O)c1cccc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,150.0,active
CHEMBL3606005,CN(C)c1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,6600.0,intermediate
CHEMBL3593804,CC(=O)Nc1ccccc1COc1ccc(-c2ccc(-c3nc4c(C(=O)O)cc(C)cc4[nH]3)cc2)cc1,10630.0,inactive
CHEMBL3593813,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cncc(C(=O)N5CCCC5)c4)cc3)nc12,29.0,active
CHEMBL3593986,CC(=O)Nc1ccc(-c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cc1,16000.0,inactive
CHEMBL3593987,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccc(C(=O)N5CCCC5)cc4)cc3)nc12,310.0,active
CHEMBL3593989,CC(=O)Nc1ccc(-c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cn1,49.0,active
CHEMBL323384,CC(C)(C)OC(=O)N1CC2CC1CN2c1ccc2nc(O)c3ccccc3c2n1,774.0,active
CHEMBL110729,O=C(CCn1c2c(c(=O)[nH]c1=O)CC=CCC2)NCC(=O)N1CCN(c2ncccn2)CC1,900.0,active
CHEMBL205135,CC(C)(C)OC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,670.0,active
CHEMBL1935263,CCN(CC)C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,12.0,active
CHEMBL2322615,O=C(NC1CNC(=O)c2ccccc21)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,145750.0,inactive
CHEMBL3290464,NC(=O)c1cc(F)cc2c1OCC2,2120.0,intermediate
CHEMBL3290483,NC(=O)c1cccc2c1OC(=Cc1ccc(OCCN3CCOCC3)cc1)C2=O,2070.0,intermediate
CHEMBL539986,CC(C)Cc1cc2[nH]c(=O)c3ccccc3n2n1,400.0,active
CHEMBL557913,CN(C)CCN(C)C(=O)c1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,1300.0,intermediate
CHEMBL131820,COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,60.0,active
CHEMBL446861,Cc1nn(C)c2[nH]c(=O)c3c(c12)CSC3,92.7,active
CHEMBL364752,CN(C)CC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,107.0,active
CHEMBL2407988,COc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3C)CC2)cc2c1OC(C)C(=O)N2,147.0,active
CHEMBL364763,Oc1nc(CCCN2CCc3c([nH]c4ccccc34)C2)nc2ccccc12,74.0,active
CHEMBL3290489,NC(=O)c1cccc2c1OC(=Cc1ccc(OCCN3CCN(c4ccc(F)cc4)CC3)cc1)C2=O,445.0,active
CHEMBL3644777,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC4(CC3)OCCO4)cc1-2,100.0,active
CHEMBL3644779,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CC(O)C3)cc1-2,30.0,active
CHEMBL400299,O=c1[nH]c(C2CCCC(N3CC=C(c4ccccc4)CC3)C2)nc2ccccc12,1800.0,intermediate
CHEMBL594759,Nc1cccc2c1CCNC2=O,410.0,active
CHEMBL596168,O=C1NCC2c3c(cccc31)CCN2C(=O)c1ccccc1,4.0,active
CHEMBL594599,O=C1NCC2c3c(cccc31)CCN2S(=O)(=O)Cc1ccccc1,83.0,active
CHEMBL594976,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccc(Cl)cc1,5.0,active
CHEMBL611621,N#Cc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1,9.0,active
CHEMBL593593,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccncc1,10.0,active
CHEMBL4082728,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)C1CCN(Cc2ccncc2)C1,62.0,active
CHEMBL595230,CN1CCCC(C(=O)Nc2ccc(-n3cc4cc(F)cc(C(N)=O)c4n3)cc2F)C1,12.0,active
CHEMBL595680,CN(C)C(=O)CCC(=O)N1CCc2cccc3c2C1CNC3=O,9.0,active
CHEMBL3701698,CC1c2cccc(C(N)=O)c2C(=O)N1C1CCN(C2CCCCC2)CC1,162.0,active
CHEMBL449635,COc1ccc(C(N)=O)cc1,57000.0,inactive
CHEMBL1813881,O=C(Nc1ccc(Oc2ccc3ccccc3c2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,120000.0,inactive
CHEMBL1814050,O=C(Nc1ccccc1Cl)c1cc(Cl)cc(Cl)c1O,500000.0,inactive
CHEMBL560256,COc1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)c(OC)c1,200.0,active
CHEMBL4459573,CC(C)(C)NCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1,75.0,active
CHEMBL4461392,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)n2)CC1,0.4365,active
CHEMBL2323539,COc1ccc(N2CCN(C(=O)CNC(=O)CN3CCc4cccc5c4C3CNC5=O)CC2)cc1,300.0,active
CHEMBL201981,CCC(C)CN(C)C(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,9.0,active
CHEMBL84371,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3cc(F)ccc3c2C1,32.0,active
CHEMBL4100391,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC(F)(F)F)CC3)nc12,34.0,active
CHEMBL4167934,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2cccc(Cl)c2)CC1,4.2,active
CHEMBL4208996,Cc1cc(-c2nnc(-c3ccccc3Cl)o2)c2[nH]c(=O)c3ccccc3c(=O)c2c1,51.0,active
CHEMBL4215482,Cc1cc(-c2nnc(C=Cc3ccccc3)o2)c2[nH]c(=O)c3ccccc3c(=O)c2c1,446.0,active
CHEMBL3113566,C#CCOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,25.8,active
CHEMBL1935256,O=C(Cn1cncn1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,15.0,active
CHEMBL1935261,O=C(CN1CCCC1C(=O)O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,7.0,active
CHEMBL1935265,O=C(CCC(=O)N1CCCCC1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,10.0,active
CHEMBL1935266,O=C(CCC(=O)N1C=CC=CC=C1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,26.0,active
CHEMBL1935270,CC(C)(C)OC(=O)NCCNC(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,16.0,active
CHEMBL289198,C[N+](C)(C)CC(=O)Nc1ccc2nc(O)c3ccccc3c2c1,30.0,active
CHEMBL2407980,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(Cl)c1,49.0,active
CHEMBL108431,Oc1nc2ccc(N3CCN(CC4CC4)CC3)nc2c2ccccc12,71.0,active
CHEMBL5182785,NC1CCN(Cc2ccc(-c3[nH]c4cc(F)cc5c4c3CCNC5=O)cc2)CC1,0.41,active
CHEMBL5171234,O=c1c(O)c(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(OS(=O)(=O)O)cc5)oc34)c2)oc2cc(OS(=O)(=O)O)cc(O)c12,240.0,active
CHEMBL5275103,CONC1=C(C#N)Oc2[nH]c(=O)[nH]c(=O)c2C1c1cccs1,114950.0,inactive
CHEMBL5276959,O=c1[nH]c2c(c(=O)[nH]1)C(c1cccs1)c1[nH]c(=S)n(-c3ccccc3)c(=O)c1O2,3610.0,intermediate
CHEMBL203967,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCCN(CC2CC2)CC1,5.0,active
CHEMBL371596,O=C(CO)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,110.0,active
CHEMBL4850338,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccsc4)CC3)c(O)cc(O)c12,49.8,active
CHEMBL5190481,O=c1[nH]c(CCCN2CCN(c3ccc(F)cc3F)CC2)nc2c(Cl)cccc12,7.0,active
CHEMBL4758319,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5CC5)CC4)cc3)nn12,443.2,active
CHEMBL4744702,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CNCC4)cnn12,14.2,active
CHEMBL4762579,CC(C)(C)C1NCCc2sc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)cc21,434.19,active
CHEMBL4756907,CN1CCc2sc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2C1,156.53,active
CHEMBL4746309,N#Cc1ccc(N2CCN(C3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)nc1,1.0,active
CHEMBL4776820,N#Cc1ccc(N2CCN(C3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)cc1,1.1,active
CHEMBL1652711,O=C(O)c1ccc2c(c1)[nH]c(=O)c1ccsc12,700.0,active
CHEMBL85733,O=C(CN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,185.0,active
CHEMBL1949864,Cc1cc(C)c2nc(C)[nH]c(=O)c2c1,13210.0,inactive
CHEMBL5197101,CCc1cc2ccc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,5.0,active
CHEMBL289834,O=C(NCCc1ccccc1)c1ccc2c(c1)nc(O)c1cc(F)ccc12,150.0,active
CHEMBL569363,O=C1NCCc2c1ccc1[nH]cc(CCNCc3cn[nH]c3)c21,340.0,active
CHEMBL503239,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(CC2CC2)CC1,4.0,active
CHEMBL246592,CCC(=O)NCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,56.0,active
CHEMBL3105881,NC(=O)n1ccc2ccc(-c3ccccc3F)nc21,3000.0,intermediate
CHEMBL1095606,NC(=O)c1cccc2cn(-c3ccc4c(c3)CNCC4)nc12,2.2,active
CHEMBL4865897,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc(N)cc3F)nc12,40.12,active
CHEMBL505041,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCCN(CCO)CC1,18.0,active
CHEMBL4870960,Cc1ccc2nc3n(c2c1)CCN(C(=O)c1cc(Cc2n[nH]c(=O)c4ccccc24)ccc1F)C3,0.47,active
CHEMBL4436366,Nc1cc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)ccc1F,1.096,active
CHEMBL5205409,CCc1cc2ncc(CN3CC4CCC(C3)N4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,41.0,active
CHEMBL4584534,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,3.2,active
CHEMBL482059,NC(=O)c1ccccc1OCCc1ccc(F)c(C(=O)N2CCN(C(=O)C3CCCC3)CC2)c1,103.0,active
CHEMBL84886,O=C(CN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,162.0,active
CHEMBL3606022,NC(=O)c1ccc(F)c2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,1900.0,intermediate
CHEMBL3605985,Cc1cccc(CN2CCC(CN3Cc4cccc(C(N)=O)c4C3=O)CC2)c1,40.0,active
CHEMBL3606014,Cn1cccc1CN1CCC(N2Cc3cccc(C(N)=O)c3C2=O)CC1,1600.0,intermediate
CHEMBL3606017,NC(=O)c1cccc2c1C(=O)N(C1CCN(C3CCOCC3)CC1)C2,560.0,active
CHEMBL542927,O=C(CN1CCCCC1)Nc1ccc2nc(O)c3ccccc3c2n1,150.0,active
CHEMBL5088510,CC(C)=CCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1C,19.78,active
CHEMBL5093731,CC(C)C(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1C,6.15,active
CHEMBL5088329,CCC1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)C,37.43,active
CHEMBL593043,Cc1ccc2nc3c4ccccc4c(=O)[nH]c3n2c1,4270.0,intermediate
CHEMBL594214,O=c1[nH]c2c(nc3cc(Cl)ccn32)c2ccccc12,5870.0,intermediate
