chembl_id,smiles,standard_value,bioactivity,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,60.0,active,459.53200000000027,-1.0289999999999973,2.0,9.0
CHEMBL2323225,O=C1CC2c3c(cccc3N1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,387000.0,inactive,468.48800000000017,3.7348000000000026,2.0,4.0
CHEMBL1949841,O=c1[nH]cnc2cccc(Cl)c12,3190.0,intermediate,180.59399999999997,1.5765,1.0,2.0
CHEMBL3649776,CNCc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,100.0,active,273.33599999999996,1.6141999999999999,3.0,4.0
CHEMBL497591,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CSC3,110.3,active,283.356,2.6754000000000007,1.0,4.0
CHEMBL3649755,CN(C)Cc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,320.0,active,257.33699999999993,1.9478,2.0,3.0
CHEMBL3649764,CC(C)N(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,190.0,active,285.391,2.726400000000001,2.0,3.0
CHEMBL3649813,NCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,170.0,active,229.28299999999996,1.3448999999999998,3.0,3.0
CHEMBL4741696,CC(C)CC1NCCc2cc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)sc21,240.49,active,388.9240000000001,4.048000000000003,2.0,5.0
CHEMBL3947278,CC1(C)CCc2[nH]c3cccc4c3c2C1=NNC4=O,18.6,active,253.305,2.5878000000000005,2.0,2.0
CHEMBL3701696,CC1c2cccc(C(N)=O)c2C(=O)N1C1CCN(C2CCCCC2)CC1,50.0,active,355.48200000000026,3.099400000000002,1.0,3.0
CHEMBL4070826,NC(=O)c1cccc2[nH]c(C(=O)NC3CCCNC3)nc12,199.0,active,287.32300000000004,0.14359999999999978,4.0,4.0
CHEMBL3763963,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(C(F)(F)F)cc1,5.27,active,411.38700000000006,3.9741000000000017,2.0,5.0
CHEMBL3764951,CC(=O)Nc1ccc(C2Nc3cc(F)cc4c(=O)[nH]nc(c34)C2c2ncnn2C)cc1,2.08,active,419.4200000000001,2.4478,3.0,7.0
CHEMBL3644772,CCN(CC)CCN(C)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,100.0,active,378.4760000000001,3.469400000000002,1.0,5.0
CHEMBL3644776,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(CCO)CC3)cc1-2,100.0,active,377.4440000000002,3.2902000000000013,2.0,5.0
CHEMBL595679,O=C1NCC2c3c(cccc31)CCN2C(=O)CN1CCC(c2ccccc2)CC1,0.5,active,389.49900000000014,2.735400000000001,1.0,3.0
CHEMBL3903965,CCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,6500.0,intermediate,454.52700000000027,1.4524000000000006,2.0,7.0
CHEMBL3906833,CCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,4800.0,intermediate,468.5540000000003,1.8425000000000002,2.0,7.0
CHEMBL3933136,Cc1cc(-c2[nH]c(=O)c3cc(F)ccc3c2OCCN)ccc1Cl,0.2,active,346.789,3.6335200000000016,2.0,3.0
CHEMBL3961412,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)CCCC4)CC3CC3)CC2)cc1,16400.0,inactive,492.6200000000004,2.990800000000001,1.0,6.0
CHEMBL3966085,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)CCCC2,2700.0,intermediate,426.49200000000025,1.9989000000000001,2.0,5.0
CHEMBL3952782,NCCOc1c(-c2ccc(Br)cc2)[nH]c(=O)c2cc(F)ccc12,10.0,active,377.2130000000001,3.4342000000000015,2.0,3.0
CHEMBL4091699,CC(C)(C)OC(=O)N1CCC(N2CCCC(NC(=O)c3nc4c(C(N)=O)cccc4[nH]3)C2)CC1,818.0,active,470.5740000000003,2.2555000000000005,3.0,6.0
CHEMBL4076845,CC(C)(C)CN1CCC(NC(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,17.0,active,375.4480000000001,2.041199999999999,3.0,4.0
CHEMBL598357,CCN1CCCC12CCN(C(=O)c1cc(Cc3n[nH]c(=O)c(C)c3C)ccc1F)CC2,9.7,active,426.53600000000023,3.2071400000000017,1.0,4.0
CHEMBL598752,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Nc5ccccc5)CCCC4)CC3)c2)n[nH]c(=O)c1C,3.9,active,531.6320000000003,3.825940000000003,2.0,5.0
CHEMBL591750,COc1cccnc1N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,15.0,active,530.3870000000001,4.030300000000003,1.0,6.0
CHEMBL589575,CN(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,7.2,active,494.3540000000002,3.103700000000001,1.0,4.0
CHEMBL3605967,COCCCN1Cc2cccc(C(N)=O)c2C1=O,5300.0,intermediate,248.28199999999998,0.7778,1.0,3.0
CHEMBL3605983,NC(=O)c1cccc2c1C(=O)N(CCN1CCc3ccccc3C1)C2,2250.0,intermediate,335.40700000000004,1.7995999999999999,1.0,3.0
CHEMBL45072,O=C(O)c1cccc2nc(O)c3ccccc3c12,2010.0,intermediate,239.23,2.7918000000000003,2.0,3.0
CHEMBL105995,CN1CCN(c2ccc3nc(O)c4ccccc4c3n2)CC1,45.0,active,294.35800000000006,2.2404,1.0,5.0
CHEMBL545507,O=C(CN1CCC(N2CCCC2)CC1)Nc1ccc2nc(O)c3ccccc3c2n1,142.0,active,405.5020000000001,2.9873000000000003,2.0,6.0
CHEMBL3764974,O=c1[nH]nc2c3c(cccc13)NC(c1ccncc1)C2c1ccncc1,22.4,active,341.3740000000001,3.011800000000001,2.0,5.0
CHEMBL3764464,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(F)cc1)C2c1nccs1,7.35,active,364.40500000000003,3.817400000000001,2.0,5.0
CHEMBL3765528,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,2.14,active,380.35800000000006,2.6285000000000007,2.0,6.0
CHEMBL3649775,COc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,80.0,active,287.3630000000001,1.9564,2.0,4.0
CHEMBL3649780,COc1cc(CN2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,50.0,active,313.4010000000001,2.4906000000000006,2.0,4.0
CHEMBL3763531,Cc1ccc(C2c3n[nH]c(=O)c4cccc(c34)NC2c2ccc(CN(C)C)cc2)cc1,1.95,active,410.5210000000002,4.591820000000003,2.0,4.0
CHEMBL4795449,CN1C(=O)CCC(N2C(=O)c3cccc(NCCNC(=O)CCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C1=O,2.64,active,891.0140000000001,4.810100000000003,3.0,10.0
CHEMBL3763164,CC(C)c1ccc(C2c3n[nH]c(=O)c4cccc(c34)NC2c2ccc(CN(C)C)cc2)cc1,9.59,active,438.5750000000001,5.406800000000005,2.0,4.0
CHEMBL3763661,CN(C)Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccc(C(F)(F)F)cc2)cc1,6.29,active,464.4910000000001,5.3022000000000045,2.0,4.0
CHEMBL3649709,COc1cccc2[nH]c(=O)c3c(c12)NCCC3,600.0,active,230.26699999999994,1.8947999999999998,2.0,3.0
CHEMBL3649783,CON=C1CCN(Cc2cc(OC)c3c4c(c(=O)[nH]c3c2)CCCN4)CC1,140.0,active,370.4530000000002,2.493000000000001,2.0,6.0
CHEMBL3649803,CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,560.0,active,343.42700000000013,2.1170999999999998,2.0,5.0
CHEMBL3653088,CCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,100.0,active,273.33600000000007,1.7436,3.0,4.0
CHEMBL3763822,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,2.25,active,361.38000000000005,3.094400000000001,2.0,5.0
CHEMBL3644598,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3cccc(F)c3)CC1)N2,15.0,active,442.4760000000001,1.5241999999999998,2.0,7.0
CHEMBL3644600,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3ccccc3)CC1)N2,23.0,active,424.4860000000001,1.3850999999999998,2.0,7.0
CHEMBL3956961,O=C(c1ccc(F)cc1)C1CCN(C2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,23600.0,inactive,454.50200000000035,1.6774999999999998,1.0,6.0
CHEMBL247580,CC(C)(C)S(=O)(=O)Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,21.0,active,493.61000000000035,4.530200000000003,2.0,6.0
CHEMBL520943,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cccc(CCOc3ccccc3C(N)=O)c2)CC1,200.0,active,501.5830000000003,3.158900000000001,1.0,5.0
CHEMBL3593812,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccc(N)nc4)cc3)nc12,32.0,active,329.363,2.973,3.0,4.0
CHEMBL3593984,CC(=O)Nc1ccccc1-c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,140.0,active,370.41200000000003,3.954200000000001,3.0,3.0
CHEMBL201907,O=C1NC(=O)c2c1c1c(c3[nH]ccc23)CCC1,40.0,active,226.23499999999996,1.5402,2.0,2.0
CHEMBL204348,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCCN(C2CCCCC2)CC1,5.0,active,462.56900000000047,4.545900000000004,1.0,5.0
CHEMBL204866,COc1cc(C(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)cc(Cl)n1,9.0,active,532.0000000000002,3.9715000000000034,1.0,7.0
CHEMBL201913,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCNCC1,9.0,active,362.4330000000002,2.3617,2.0,5.0
CHEMBL201869,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCc2ccccc2C1,8.0,active,395.4620000000002,4.124700000000003,1.0,4.0
CHEMBL2419698,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2cccs2)CC1,142.0,active,524.6180000000003,3.166900000000001,1.0,7.0
CHEMBL107709,Oc1nc2ccc(NCCN3CCOCC3)nc2c2ccccc12,339.0,active,324.38399999999996,2.2327000000000004,2.0,6.0
CHEMBL4447860,O=C1NCCn2c(C3CCNCC3)nc3cncc1c32,54.0,active,271.324,0.6416999999999999,2.0,5.0
CHEMBL3644597,COc1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,52.0,active,454.51200000000017,1.3936999999999997,2.0,8.0
CHEMBL3617776,CCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,137.6,active,348.406,2.7226999999999997,4.0,3.0
CHEMBL3937804,NCCOc1c(-c2cccc(Br)c2)[nH]c(=O)c2cc(F)ccc12,100.0,active,377.2130000000001,3.4342000000000015,2.0,3.0
CHEMBL122690,NC(=O)c1cccc(Br)c1,55000.0,inactive,200.03499999999997,1.548,1.0,1.0
CHEMBL560176,CN1CCN(C(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)CC1,300.0,active,311.3450000000001,0.5633999999999997,1.0,5.0
CHEMBL2323533,O=C(NC1CC(O)c2ccccc21)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,4810.0,intermediate,429.4510000000001,3.561200000000002,3.0,4.0
CHEMBL2323227,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CC3O,86200.0,inactive,455.48900000000026,3.829700000000004,2.0,4.0
CHEMBL2323224,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1Cc2cccc3c2C(C1)NCC3,1390.0,intermediate,454.5050000000003,3.495800000000002,2.0,4.0
CHEMBL2323219,Cc1cc(Cc2ccc(F)c(C(=O)N3CCc4cccc5c4C3CNC5=O)c2)n[nH]c1=O,210.0,active,432.4550000000001,2.29122,2.0,4.0
CHEMBL2323544,CC(NC(=O)CN1CCc2cccc3c2C1CNC3=O)C(=O)N1CC=C(c2ccc(F)cc2)CC1,210.0,active,476.5520000000003,2.2889,2.0,4.0
CHEMBL450259,NC(=O)c1cccc2cc(-c3ccccc3)cnc12,15000.0,inactive,248.285,3.000700000000001,1.0,2.0
CHEMBL432406,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,150.0,active,445.5050000000002,-1.419099999999997,2.0,9.0
CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,50.0,active,460.52000000000027,-1.6339999999999966,2.0,10.0
CHEMBL5271127,Cc1ccc2c(=O)[nH]c(-c3ccc(C4(O)CC4)cc3)cn12,330.0,active,280.327,2.5844200000000006,2.0,3.0
CHEMBL1935277,CN1N=C(c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)CCC1=O,12.0,active,386.41100000000023,2.649700000000001,2.0,4.0
CHEMBL564183,CCN(CC)CCc1c[nH]c2ccc3c(c12)CCNC3=O,130.0,active,285.39099999999996,2.3381,2.0,2.0
CHEMBL560790,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCCNCC3)c21,27.0,active,355.4420000000002,1.0011999999999999,4.0,3.0
CHEMBL559043,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCCN(Cc4ccccc4)CC3)c21,230.0,active,445.5670000000003,2.913800000000001,3.0,3.0
CHEMBL82940,O=S(=O)(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,357.0,active,444.6010000000002,2.1885000000000003,1.0,6.0
CHEMBL187834,O=[N+]([O-])c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,300.0,active,278.267,3.4198000000000013,1.0,4.0
CHEMBL3663645,CC(C)N1CCC(n2c(=O)c3c(C(N)=O)cccc3n2C)CC1,130.0,active,316.40500000000014,1.4841999999999997,1.0,5.0
CHEMBL3933931,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCCC4)CC2)cc1,1080.0,intermediate,438.5280000000003,1.8683999999999996,2.0,6.0
CHEMBL3644773,CCN(CCO)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,100.0,active,337.3790000000001,2.5100000000000007,2.0,5.0
CHEMBL3394710,Cc1ccc2c(c1)CCN1C(=O)c3ccccc3C21O,976.5,active,265.312,2.200320000000001,1.0,2.0
CHEMBL3663637,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCC4)CC3)c(=O)c12,240.0,active,328.4160000000001,2.008,2.0,4.0
CHEMBL3895107,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCC(F)(F)CC2)CC1,13.0,active,514.5040000000004,3.964400000000003,1.0,5.0
CHEMBL3394706,COc1ccc2c(c1OC)CCN1C(=O)c3ccccc3C21O,983.4,active,311.337,1.9091,1.0,4.0
CHEMBL4741306,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CCNC4C3CC3)cnn12,127.54,active,372.8810000000001,3.411900000000001,2.0,5.0
CHEMBL3928827,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2cccc2C1,5.0,active,402.4290000000002,3.110500000000002,1.0,4.0
CHEMBL593853,CNCc1ccc(-n2cc3c(F)ccc(C(N)=O)c3n2)cc1,8.0,active,298.32099999999997,1.9828999999999999,2.0,4.0
CHEMBL596581,CNCc1ccc(-n2cc3cc(Cl)cc(C(N)=O)c3n2)cc1,5.0,active,314.776,2.4972000000000003,2.0,4.0
CHEMBL596365,CN1CCCC1C(=O)Nc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,17.0,active,363.42100000000016,2.1571,2.0,5.0
CHEMBL595237,COc1ccccc1CC(=O)N1CCc2cccc3c2C1CNC3=O,27.0,active,336.3910000000001,2.1071,1.0,3.0
CHEMBL590805,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2cc3ccccc3cn2)CC1,1.8,active,550.421,5.1749000000000045,1.0,5.0
CHEMBL2347906,CCCN1CCC(c2nc3c(C(N)=O)cncc3[nH]2)CC1,528.0,active,287.367,1.6462,2.0,4.0
CHEMBL1935259,COC(=O)C1CCCN1CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,12.0,active,445.47500000000036,2.5135000000000005,2.0,6.0
CHEMBL5283904,Nc1nn(-c2cc([N+](=O)[O-])ccc2[N+](=O)[O-])c2c1Oc1[nH]c(=O)[nH]c(=O)c1C2c1cccs1,3610.0,intermediate,469.39500000000015,1.9948999999999995,3.0,11.0
CHEMBL5266688,Cc1nc(O)c2c(n1)Oc1[nH]c(=O)[nH]c(=O)c1C2c1cccs1,16160.0,inactive,330.32500000000005,1.21462,3.0,7.0
CHEMBL3617772,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2C(=O)NNC4=O)cc1,6.643,active,338.342,2.0816,4.0,3.0
CHEMBL105925,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccccc1,450.0,active,355.394,0.8045999999999998,2.0,5.0
CHEMBL359767,Oc1nc(CCCN2CC=C(c3ccc(C(F)(F)F)cc3)CC2)nc2ccccc12,25.0,active,413.44300000000015,5.076100000000004,1.0,4.0
CHEMBL607844,Cc1ccn2c(c1)nc1c3ccccc3c(=O)[nH]c12,470.0,active,249.27300000000002,2.6374199999999997,1.0,3.0
CHEMBL481803,NC(=O)c1cccc2cc(-c3ccccc3)c[n+]([O-])c12,23000.0,inactive,264.284,2.2390999999999996,1.0,2.0
CHEMBL480429,NC(=O)c1cccc2ccc(-c3ccccc3)nc12,900.0,active,248.285,3.000700000000001,1.0,2.0
CHEMBL3765357,Cn1ccnc1C1Nc2cccc3c(=O)[nH]nc(c23)C1c1ccccc1,9.45,active,343.39000000000004,2.955300000000001,2.0,5.0
CHEMBL3765434,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,2.08,active,361.38000000000005,3.094400000000001,2.0,5.0
CHEMBL245558,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(-c6ccno6)n5)cc4c23)CCC1,66.0,active,426.4570000000003,4.4719000000000015,2.0,6.0
CHEMBL246193,CC(C)(C)OC(=O)NC(CCCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1)C(=O)OC(C)(C)C,46.0,active,630.7670000000002,6.374600000000006,3.0,8.0
CHEMBL571285,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cccnc4)cc3)nc12,22.0,active,314.348,3.3908000000000005,2.0,3.0
CHEMBL3931879,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCCCC2)CC1,17.0,active,478.52400000000046,3.7192000000000025,1.0,5.0
CHEMBL3947220,CCC(=O)N1CCN(C(=O)c2cc(Oc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,30.0,active,424.4320000000002,2.5489000000000006,1.0,5.0
CHEMBL3978546,O=C(CN1CCC(c2noc3cc(F)ccc23)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,7630.0,intermediate,441.4630000000003,1.6187,2.0,7.0
CHEMBL480039,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccnnc2)cc1,25.0,active,451.50800000000015,1.1720999999999995,2.0,8.0
CHEMBL521428,NC(=O)c1cccc2ncc(-c3ccc(C(F)(F)F)cc3)nc12,118.0,active,317.27,3.414500000000001,1.0,3.0
CHEMBL3092520,CC(CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1,1980.0,intermediate,275.308,0.35269999999999985,3.0,4.0
CHEMBL3092553,O=C(CCc1nc2ccccc2c(=O)[nH]1)NC(CO)Cc1ccccc1,6460.0,intermediate,351.4060000000001,1.5754999999999997,3.0,4.0
CHEMBL480710,NC(=O)c1ccccc1OCc1cccc(C(=O)N2CCNCC2)c1,18.0,active,339.3950000000001,1.4098999999999997,2.0,4.0
CHEMBL4450818,O=C(CCCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,97.0,active,417.8960000000002,5.135800000000003,1.0,4.0
CHEMBL4442022,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc2c1OCC2)N1CCn2c(nnc2C(F)(F)F)C1,1.7,active,496.44900000000035,2.7151000000000014,1.0,7.0
CHEMBL4291992,Cn1c(-c2cc3c(s2)C(C(C)(C)C)NCC3)nc2c(C(N)=O)cc(F)cc21,153.0,active,386.4960000000001,3.7727000000000013,2.0,5.0
CHEMBL4286332,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,36.0,active,372.46900000000005,3.7623000000000015,3.0,4.0
CHEMBL4279065,CC(C)(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,25.0,active,372.46900000000005,3.7623000000000015,3.0,4.0
CHEMBL4290904,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,17.0,active,316.36100000000005,2.1750999999999996,3.0,4.0
CHEMBL4287485,Cc1cc(C(N)=O)c2nc(-c3cc4c(s3)CNCC4)[nH]c2c1,345.0,active,312.3980000000001,2.3444199999999995,3.0,4.0
CHEMBL4278820,CCN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,90.0,active,326.42500000000007,2.768300000000001,2.0,4.0
CHEMBL4101990,O=C1NC(=O)C(=Cc2cn(Cc3cccc(Cl)c3)c3ccccc23)S1,4810.0,intermediate,368.845,4.666900000000002,1.0,4.0
CHEMBL4105580,O=C1NC(=O)C(=Cc2cn(Cc3ccccc3Cl)c3ccccc23)S1,1340.0,intermediate,368.845,4.666900000000002,1.0,4.0
CHEMBL611629,O=c1[nH]c2c(nc3cnccn32)c2ccccc12,3230.0,intermediate,236.23400000000004,1.7239999999999998,1.0,4.0
CHEMBL563441,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)C3CCNCC3)c21,160.0,active,340.42700000000013,1.1120999999999999,4.0,3.0
CHEMBL2414047,Nc1cccc2c(=O)[nH]c(-c3cccs3)cc12,5610.0,intermediate,242.30300000000003,2.838800000000001,2.0,3.0
CHEMBL2414043,Nc1cccc2c(=O)[nH]c(-c3ccccc3)cc12,1070.0,intermediate,236.27400000000003,2.777300000000001,2.0,2.0
CHEMBL2237216,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(c2ccccc2)CC1,234.0,active,405.5230000000002,3.2798000000000025,1.0,4.0
CHEMBL2237220,CCCC(C)N1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,40.0,active,399.5600000000003,3.2638000000000025,1.0,4.0
CHEMBL3763844,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(CN3CCCC3)cc1)C2c1ccccc1,4.02,active,422.5320000000002,4.817600000000004,2.0,4.0
CHEMBL82336,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,99.0,active,408.5460000000001,2.7754000000000003,1.0,5.0
CHEMBL3663646,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC4)CC3)c(=O)c12,2500.0,intermediate,314.38900000000007,1.6179,2.0,4.0
CHEMBL3394703,COc1cc2c(cc1OC)C1(O)C3C4c5ccccc5C(c5ccccc54)C3C(=O)N1CC2,1634.7,intermediate,439.51100000000025,3.7706000000000026,1.0,4.0
CHEMBL551001,NCCc1c[nH]c2ccc3c(c12)CCNC3=O,40.0,active,229.28299999999993,0.9549999999999998,3.0,2.0
CHEMBL246750,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(CNC(=O)C6CCCC6)n5)cc4c23)CCC1,52.0,active,484.5810000000005,4.623300000000003,3.0,5.0
CHEMBL247374,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,18.0,active,305.3370000000001,2.1521,3.0,3.0
CHEMBL481591,COc1ccc(-c2ccc3cccc(C(N)=O)c3n2)cc1,1100.0,intermediate,278.311,3.0093000000000005,1.0,3.0
CHEMBL502330,NC(=O)c1cccc2cccnc12,1900.0,intermediate,172.18699999999998,1.3336999999999999,1.0,2.0
CHEMBL560654,CN1CCN(C(=O)c2cccc(-c3cc4[nH]c(=O)c5ccccc5n4n3)c2)CC1,1000.0,active,387.4430000000001,2.2303999999999995,1.0,5.0
CHEMBL504998,Cc1cnc2c(C(N)=O)cccc2c1,3400.0,intermediate,186.21400000000003,1.6421199999999998,1.0,2.0
CHEMBL596390,O=C1NCC2c3c(cccc31)CCN2C(=O)CCc1ccccc1,4.0,active,320.39199999999994,2.488600000000001,1.0,2.0
CHEMBL590579,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CC1)NCNC2=O,9.0,active,492.3380000000003,2.316,3.0,5.0
CHEMBL590088,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCN2)CC1,8.2,active,463.3400000000003,3.6324000000000023,2.0,4.0
CHEMBL589833,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC(N2CCCC2)CC1,5.4,active,491.3940000000004,4.364700000000004,1.0,4.0
CHEMBL597925,CCS(=O)(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,9.0,active,515.3940000000001,2.7718000000000007,1.0,5.0
CHEMBL598751,O=C(c1ccccn1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.4,active,528.371,3.6575000000000024,1.0,5.0
CHEMBL596367,CNCc1ccc(-n2cc3c(Cl)ccc(C(N)=O)c3n2)cc1,180.0,active,314.776,2.4972000000000003,2.0,4.0
CHEMBL593379,CN1CCCC(C(=O)NCc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)C1,22.0,active,391.4750000000002,2.082399999999999,2.0,5.0
CHEMBL562310,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,100000.0,inactive,409.4450000000001,3.798600000000002,1.0,4.0
CHEMBL480715,NC(=O)c1ccccc1OCCc1cccc(C(=O)N2CCNCC2)c1,970.0,active,353.4220000000001,1.4523999999999997,2.0,4.0
CHEMBL1089332,O=c1[nH]c2ccc(OC3CCN(CCN4CCCCC4)CC3)cc2c2c1CSCC2,173.0,active,427.61400000000026,3.6465000000000023,1.0,5.0
