molecule_chembl_id,canonical_smiles,standard_type,relation,standard_value,standard_units
CHEMBL1171297,CCN1CCC(c2nn(C)c3[nH]c(=O)c4ccccc4c23)CC1,IC50,'=',25.0,nM
CHEMBL3921079,O=C1CC[C@H](C(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)N1,Ki,'=',60.0,nM
CHEMBL3954603,CN(C)CCn1c2c3c4c(cccc41)C(=O)NN=C3CCC2,IC50,'=',15.0,nM
CHEMBL3931542,O=C1NN=C2CNCc3[nH]c4cc(F)cc1c4c32,IC50,'=',8.5,nM
CHEMBL3953004,Cc1ccnc(SCC(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)n1,Ki,'=',56.0,nM
CHEMBL3972667,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)c1cc(C(F)(F)F)ccc1F,Ki,'=',31.0,nM
CHEMBL563634,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)C3CCN(c4ncccn4)CC3)c21,IC50,'=',120.0,nM
CHEMBL481081,CNC(C)(C)c1nc2c(C(N)=O)cccc2[nH]1,Ki,'=',4.0,nM
CHEMBL562331,CN1CCC(C(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)C1,IC50,'=',53.0,nM
CHEMBL481867,NC(=O)c1ccccc1OCCc1cccc(C(=O)N2CCN(C(=O)C3CCCC3)CC2)c1,IC50,'=',200.0,nM
CHEMBL481881,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CCCC2)CC1,IC50,'=',8.0,nM
CHEMBL494721,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)N2CCOCC2)CC1,IC50,'=',6.0,nM
CHEMBL521809,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,IC50,'=',2.0,nM
CHEMBL523887,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(CCO)CC1,IC50,'=',7.0,nM
CHEMBL2058684,O=C1CCNC(=O)N1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',17.0,nM
CHEMBL2058680,O=C1CCN1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,EC50,'=',22.0,nM
CHEMBL2058682,O=C1CCCC(=O)N1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,EC50,'=',6.0,nM
CHEMBL2058687,O=C(CCCC(=O)Nc1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)Nc1ccccc1,EC50,'=',16.0,nM
CHEMBL436298,O=C1C2CC2C(=O)N1c1cc(Cc2nnc(O)c3ccccc23)ccc1F,IC50,'=',5.0,nM
CHEMBL381208,CCNC(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',50.0,nM
CHEMBL381543,Cc1noc(C)c1S(=O)(=O)N1CCCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,PF50,'=',2.1,
CHEMBL372989,COc1cc2c(cc1OC)CN(C(=O)C1CCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC1)CC2,PF50,'=',4.1,
CHEMBL497591,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CSC3,Activity,'=',15.4,uM
CHEMBL202294,CC(C)CNC(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,IC50,'=',16.0,nM
CHEMBL203967,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCCN(CC2CC2)CC1,PF50,'=',6.7,
CHEMBL383070,COc1cccc(CCC(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)c1,IC50,'=',8.0,nM
CHEMBL3934312,CC(=O)Nc1cccc(-c2cc(CCc3n[nH]c(=O)c4c3CCCC4)ccc2F)c1,Ki,'=',222.0,nM
CHEMBL3984540,NCCOc1c(-c2ccc(F)cc2)[nH]c(=O)c2cc(F)ccc12,IC50,'=',60.0,nM
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,EC50,'=',31000.0,nM
CHEMBL2407988,COc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3C)CC2)cc2c1OC(C)C(=O)N2,EC50,'=',77000.0,nM
CHEMBL2407973,CCNC(=O)c1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)C(C)O4)CC2)c(Cl)c1,EC50,'=',100000.0,nM
CHEMBL453997,CN1CCCC(c2nc3c(C(N)=O)cccc3[nH]2)C1,Ki,'=',30.0,nM
CHEMBL452025,NC(=O)c1cccc2[nH]c(C3CCN(C4CCCC4)CC3)nc12,EC50,'=',5.0,nM
CHEMBL460267,NC(=O)c1cccc2[nH]c([C@@H]3CCC(=O)N3)nc12,Ki,'=',16.0,nM
CHEMBL460260,CN(C)S(=O)(=O)N1CCC(c2nc3c(C(N)=O)cccc3[nH]2)CC1,EC50,'=',170.0,nM
CHEMBL187062,CCc1cccc2c(O)nc(CCCN3CC=C(c4ccccc4)CC3)nc12,IC50,'=',66.0,nM
CHEMBL334357,CN(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,Ki,'=',5.8,nM
CHEMBL599802,CNC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c(C)c3C)ccc2F)CC1,IC50,'=',3.7,nM
CHEMBL592487,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',4.2,nM
CHEMBL1089101,NC(=O)c1cccc2[nH]c(-c3ccc(C4CCCCN4)cc3F)nc12,Ki,'=',6.0,nM
CHEMBL3606016,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccc4[nH]ccc4c3)CC1)C2,IC50,'=',100.0,nM
CHEMBL107935,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Oc2ccccc2)cc1,IC50,'=',30.0,nM
CHEMBL605284,CCC(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',3.2,nM
CHEMBL569635,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cn5ccc(C(F)(F)F)cc5n4)cc3)nc12,EC50,'=',20.0,nM
CHEMBL590327,CN(C)C1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',2.6,nM
CHEMBL604547,NC1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',7.1,nM
CHEMBL610164,Cc1cc2c(=O)[nH]cc(Cc3ccc(F)c(C(=O)N4CCCNCC4)c3)n2c1,IC50,'=',1.6,nM
CHEMBL432146,O=C1NCCn2c(-c3cccc(CO)c3)nc3cccc1c32,Ki,'=',8.8,nM
CHEMBL311091,Oc1nc2cnccc2c2ccccc12,IC50,'=',169.0,nM
CHEMBL3317897,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,IC50,'=',104.9,nM
CHEMBL3317905,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,Inhibition,'=',66.01,%
CHEMBL3317902,COc1ccc(CC(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,Inhibition,'=',89.02,%
CHEMBL3317897,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,Inhibition,'=',73.86,%
CHEMBL3317910,COc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,IC50,,,
CHEMBL3317910,COc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,Inhibition,'=',84.51,%
CHEMBL3099717,CC1(C)OC(=O)N([C@H]2CC[C@@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,IC50,,,
CHEMBL3092518,CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(-n2ccnc2)cc1,IC50,'=',450.0,nM
CHEMBL132947,NC(=O)c1cccc2[nH]c(-c3cccc(Cl)c3)nc12,Ki,'=',8.4,nM
CHEMBL81977,NC(=O)c1cccc(N)c1,IC50,'=',11000.0,nM
CHEMBL1949841,O=c1[nH]cnc2cccc(Cl)c12,Inhibition,'>',60.0,%
CHEMBL345016,O=C1NCCc2c(-c3ccc(C(F)(F)F)cc3)[nH]c3cccc1c23,Ki,'=',5.0,nM
CHEMBL483348,Cc1nc2c(c(=O)[nH]1)CSCC2,Kd,'=',200.0,nM
CHEMBL3113568,O=C1NCCn2c(-c3ccc(OCCF)cc3)nc3cccc1c32,IC50,'=',6.3,nM
CHEMBL2058680,O=C1CCN1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',3.0,nM
CHEMBL2058911,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCNCC1,Ki,'=',1.8,nM
CHEMBL593364,O=C1NCC2c3c(cccc31)CCN2C(=O)C1CNC1,EC50,'=',660.0,nM
CHEMBL1089474,CC(C)N1CCCCC1c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,Ki,'=',10.0,nM
CHEMBL83916,CNCc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,Ki,'=',4.0,nM
CHEMBL1088787,NC(=O)c1cc(F)cc2[nH]c(-c3ccc(C4CCCN4)cc3F)nc12,EC50,'=',1.0,nM
CHEMBL3764995,Cn1cnnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,IC50,'=',2.76,nM
CHEMBL2058679,O=C1CCCN1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',6.0,nM
CHEMBL1091454,CCCCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,'=',45.0,nM
CHEMBL1090020,O=c1[nH]c2ccc(OC3CCN(CCc4ccccc4)CC3)cc2c2c1CSCC2,IC50,'=',38.0,nM
CHEMBL595928,COc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1,EC50,'=',160.0,nM
CHEMBL611958,O=C1NCC2c3c(cccc31)CCN2C(=O)CN1CCN(c2ccccc2)CC1,EC50,'=',440.0,nM
CHEMBL595681,O=C(O)CCCC(=O)N1CCc2cccc3c2C1CNC3=O,EC50,'=',5000.0,nM
CHEMBL480452,CCOc1ccc(-c2csc(/N=C/c3c[nH]c4ccccc34)n2)c(OCC)c1,IC50,'=',240.0,nM
CHEMBL482012,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1,IC50,'=',753.0,nM
CHEMBL452158,CCOC(=O)CCC(=O)Nc1nc(-c2ccccc2)cs1,Activity,'>',50.0,%
CHEMBL480452,CCOc1ccc(-c2csc(/N=C/c3c[nH]c4ccccc34)n2)c(OCC)c1,Activity,'>',50.0,%
CHEMBL425201,O=c1[nH]nc(CCCCN2CC=C(c3ccccc3)CC2)c2ccccc12,IC50,'=',64.0,nM
CHEMBL196450,O=C1CC(c2ccccc2)C(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',6.8,nM
CHEMBL372303,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,IC50,'=',110.0,nM
CHEMBL16861,Cc1ccc(-c2cc(=O)c3ccccc3o2)cc1,IC50,'=',25703.96,nM
CHEMBL1767063,O=C(O)/C=C/c1cccc2c(=O)[nH]ccc12,IC50,'<',11000.0,nM
CHEMBL108623,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,EC50,'=',100.0,nM
CHEMBL483348,Cc1nc2c(c(=O)[nH]1)CSCC2,Kd,'=',150.0,nM
CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,EC50,'=',500.0,nM
CHEMBL1767056,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc([N+](=O)[O-])cc1,IC50,'=',3000.0,nM
CHEMBL1767060,CC(C)(C)C(=O)Nc1cccc2c(=O)[nH]ccc12,IC50,'>',100000.0,nM
CHEMBL1767067,NC(=O)c1cccc2nc(-c3ccc(Cl)cc3)cnc12,IC50,'=',30.0,nM
CHEMBL147054,N#Cc1[nH]c2cccc3c2c1CCNC3=O,Ki,'=',11.0,nM
CHEMBL594215,O=c1[nH]c2c(nc3ncccn32)c2ccccc12,IC50,'=',5780.0,nM
CHEMBL3317914,O=C(c1ccsc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,,,
CHEMBL3317906,N#Cc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,Inhibition,'=',85.93,%
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',6.0,nM
CHEMBL2407982,Cc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3Cl)CC2)cc2c1OC(C)C(=O)N2,IC50,'=',76.0,nM
CHEMBL2407994,O=C1COc2ccc(CNCc3ccccc3)cc2N1,Kd,'=',11000.0,nM
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,IC50,'=',0.6,nM
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,IC50,'=',2.0,nM
CHEMBL1096560,NC(=O)c1cccc2nn(-c3ccccc3)nc12,IC50,'=',71.0,nM
CHEMBL108968,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(=O)c2ccccc2)cc1,IC50,'=',30.0,nM
CHEMBL3394711,COc1cc2c(c(OC)c1)C1CCC(=O)N1CC2,IC50,'=',1371.4,nM
CHEMBL110115,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(F)F)cc1,EC50,'=',200.0,nM
CHEMBL3317908,O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,Inhibition,'=',81.02,%
CHEMBL3317914,O=C(c1ccsc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,Inhibition,'=',82.01,%
CHEMBL555350,O=c1[nH]c2cc(CN3CCCC3)ccc2n2ccnc12,Ki,'=',280.0,nM
CHEMBL555751,O=c1[nH]c2ccccc2n2cccc12,Ki,'=',238.0,nM
CHEMBL3344058,O=c1[nH]c2ccccc2c2c1sc1ccc(O)cc12,Inhibition,'=',95.0,%
CHEMBL361489,CN(C)Cc1ccc(-c2cc3cccc4c3n2CCNC4=O)cc1,Ki,'=',6.4,nM
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,Ki,'=',1.4,nM
CHEMBL372303,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,EC50,'=',20.0,nM
CHEMBL370045,Oc1nc2c(c3ccccc13)Cc1ccc(F)cc1-2,EC50,'=',225.0,nM
CHEMBL363363,Nc1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,IC50,'=',300.0,nM
CHEMBL1230692,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2NC[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,Activity,'=',0.44,units/assay
CHEMBL204533,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(CC2CC2)CC1,IC50,'=',14.0,nM
CHEMBL204825,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1,PF50,'=',1.2,
CHEMBL204348,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCCN(C2CCCCC2)CC1,PF50,'=',6.3,
CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,IC50,'=',75.0,nM
CHEMBL110178,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccncc2)CC1,IC50,'=',40.0,nM
CHEMBL608994,O=C1NCC2NCCc3cccc1c32,EC50,,,
CHEMBL595694,O=C1NCC2c3c(cccc31)CCN2C(=O)OCc1ccccc1,EC50,'=',130.0,nM
CHEMBL110347,CC(CC(=O)NCC(=O)c1ccc2ccccc2c1)n1c2c(c(=O)[nH]c1=O)CCCC2,IC50,'>',5000.0,nM
CHEMBL334783,COC(=O)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1N,Inhibition,,,
CHEMBL147896,COc1[nH]c2cccc3c2c1CCNC3=O,Ki,'=',10.0,nM
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,IC50,'=',70.0,nM
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,EC50,'=',3500.0,nM
CHEMBL202262,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCC(C(=O)N2CCCCC2)CC1,IC50,'=',15.0,nM
CHEMBL201869,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCc2ccccc2C1,PF50,'=',3.4,
CHEMBL3317901,O=C(Cc1ccccc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,,,
CHEMBL2407984,CCNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(C)c1,PF50,'=',6.1,
CHEMBL53738,O=c1cc(-c2ccc(F)cc2)oc2ccccc12,IC50,'=',9900.0,nM
CHEMBL338955,COc1ccc(-c2nc3c(C(N)=O)cccc3n2C(=O)OCc2ccccc2)cc1,Ki,'=',530.0,nM
CHEMBL2407986,CNC(=O)c1ccc(N2CCN(Cc3cc4c(c(OC)c3)OC(C)C(=O)N4)CC2)c(C)c1,IC50,'=',36.0,nM
CHEMBL2419696,COc1cc(Cl)c(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,IC50,'>',19000.0,nM
CHEMBL3344067,O=c1[nH]c(-c2ccccc2)nc2c1sc1ccccc12,Inhibition,'=',3.0,%
CHEMBL3606018,NC(=O)c1cccc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,IC50,'=',150.0,nM
CHEMBL3606005,CN(C)c1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,IC50,'=',6600.0,nM
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Kd,'=',0.24,nM
CHEMBL3092508,C[C@H](NC(=O)NCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,Delta Tm,'=',0.88,degrees C
CHEMBL3092532,O=C(CCCc1nc2ccccc2c(=O)[nH]1)N[C@H]1CCc2ccccc21,Delta Tm,'=',1.88,degrees C
CHEMBL3092531,O=C(CCCc1nc2ccccc2c(=O)[nH]1)N[C@@H]1CCc2ccccc21,Delta Tm,'=',1.52,degrees C
CHEMBL1631209,O=C(CCc1nc2ccccc2c(=O)[nH]1)NC1CCCc2ccccc21,Delta Tm,'=',2.44,degrees C
CHEMBL3092545,CC(C)(C)CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,Delta Tm,'=',0.9,degrees C
CHEMBL3593807,CC(=O)Nc1cc(-c2nc3c(C(=O)O)cc(C)cc3[nH]2)ccc1-c1ccccc1,Inhibition,'<',15.0,%
CHEMBL3593804,CC(=O)Nc1ccccc1COc1ccc(-c2ccc(-c3nc4c(C(=O)O)cc(C)cc4[nH]3)cc2)cc1,IC50,'=',10630.0,nM
CHEMBL3593813,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cncc(C(=O)N5CCCC5)c4)cc3)nc12,IC50,'=',29.0,nM
CHEMBL3593986,CC(=O)Nc1ccc(-c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cc1,IC50,'=',16000.0,nM
CHEMBL3593987,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccc(C(=O)N5CCCC5)cc4)cc3)nc12,IC50,'=',310.0,nM
CHEMBL3593989,CC(=O)Nc1ccc(-c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cn1,IC50,'=',49.0,nM
CHEMBL322133,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Br)cc1,EC50,'=',70.0,nM
CHEMBL323384,CC(C)(C)OC(=O)N1C[C@H]2C[C@@H]1CN2c1ccc2nc(O)c3ccccc3c2n1,IC50,'=',774.0,nM
CHEMBL562287,O=c1[nH]c2cc(CNCc3ccccc3)ccc2n2cccc12,EC50,'=',164.0,nM
CHEMBL110729,O=C(CCn1c2c(c(=O)[nH]c1=O)CC=CCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,'=',900.0,nM
CHEMBL48391,O=[N+]([O-])c1ccc2nc(O)c3ccccc3c2c1,IC50,'=',156.0,nM
CHEMBL205135,CC(C)(C)OC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,IC50,'=',670.0,nM
CHEMBL4060134,Cn1cnc(C(=O)N2CCN(C(=O)c3ccc(Nc4nc5ccccc5n5nnnc45)cc3)CC2)c1,IC50,'>',1995.26,nM
CHEMBL1935263,CCN(CC)C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',12.0,nM
CHEMBL2323218,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ratio IC50,'=',2.0,
CHEMBL2322615,O=C(NC1CNC(=O)c2ccccc21)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',145750.0,nM
CHEMBL3290464,NC(=O)c1cc(F)cc2c1OCC2,IC50,'=',2120.0,nM
CHEMBL3290473,NC(=O)c1cccc2c1O/C(=C\c1ccccc1O)C2=O,IC50,'>',10000.0,nM
CHEMBL3290483,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCN3CCOCC3)cc1)C2=O,IC50,'=',2070.0,nM
CHEMBL189695,O=S(=O)(NCCCNN1CCOCC1)c1cc2c(cc1F)-c1nc(O)c3ccccc3c1C2,EC50,'=',300.0,nM
CHEMBL539986,CC(C)Cc1cc2[nH]c(=O)c3ccccc3n2n1,IC50,'=',400.0,nM
CHEMBL541420,CN1CCCN(C(=O)c2cnn3c2[nH]c(=O)c2ccccc23)CC1,IC50,'>',1000.0,nM
CHEMBL557913,CN(C)CCN(C)C(=O)c1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,IC50,'=',1300.0,nM
CHEMBL131820,COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,IC50,'=',60.0,nM
CHEMBL446861,Cc1nn(C)c2[nH]c(=O)c3c(c12)CSC3,IC50,'=',92.7,nM
CHEMBL401843,Cc1cccc2c(=O)[nH]c(CCCN3CC=C(c4ccc(F)cc4)CC3)nc12,IC50,'=',16.0,nM
CHEMBL481603,N#Cc1ccc(-c2cnc3cccc(C(N)=O)c3n2)cc1,IC50,'=',101.0,nM
CHEMBL134276,COC(=O)c1cccc(NC(=O)c2ccc(N)cc2)c1N,Inhibition,,,
CHEMBL611049,O=C1NCC2c3c(cccc31)CCN2C(=O)c1ccc(Cl)cc1,EC50,'=',260.0,nM
CHEMBL594975,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cccc(C(=O)N2CCCNCC2)c1,EC50,,,
CHEMBL593592,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccccn1,EC50,'=',230.0,nM
CHEMBL593201,Cc1c(CC(=O)N2CCc3cccc4c3C2CNC4=O)sc2ccccc12,EC50,'=',1300.0,nM
CHEMBL596354,O=C1NCC2c3c(cccc31)CCN2C(=O)CCn1cnc2ccccc21,EC50,'=',1600.0,nM
CHEMBL593202,Cn1cc(CCC(=O)N2CCc3cccc4c3C2CNC4=O)cn1,EC50,'=',420.0,nM
CHEMBL595680,CN(C)C(=O)CCC(=O)N1CCc2cccc3c2C1CNC3=O,EC50,'=',2800.0,nM
CHEMBL611935,O=C1CC2NCCc3cccc(c32)N1,Inhibition,,,%
CHEMBL362875,CO/N=C/c1cn2c3c(cccc13)C(=O)NCC2,Ki,'=',809.0,nM
CHEMBL185634,O=Cc1cccc(-c2cc3cccc4c3n2CCNC4=O)c1,Ki,,,nM
CHEMBL362516,CC(=O)c1c(-c2ccc(F)cc2)n2c3c(cccc13)C(=O)NCC2,Ki,'=',306.0,nM
CHEMBL360820,O=C1NCCn2c(-c3ccc(F)cc3)c(-c3cc[nH]n3)c3cccc1c32,Ki,'=',249.0,nM
CHEMBL123904,Cc1nc2c(O)cccc2c(=O)[nH]1,Ki,'=',52.0,nM
CHEMBL370673,O=[N+]([O-])c1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,EC50,,,nM
CHEMBL192951,O=C(CN1CCOCC1)Nc1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,EC50,,,nM
CHEMBL364752,CN(C)CC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,IC50,'=',107.0,nM
CHEMBL364752,CN(C)CC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,EC50,'=',28.0,nM
CHEMBL481082,CN(C)C(C)(C)c1nc2c(C(N)=O)cccc2[nH]1,Ki,'=',9.0,nM
CHEMBL481083,CN(C1CCC1)C(C)(C)c1nc2c(C(N)=O)cccc2[nH]1,Ki,'=',19.0,nM
CHEMBL2407972,CCNC(=O)c1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,EC50,'=',15000.0,nM
CHEMBL2407988,COc1cc(CN2CCN(c3ccc(C(=O)NC4CC4)cc3C)CC2)cc2c1OC(C)C(=O)N2,IC50,'=',147.0,nM
CHEMBL364763,Oc1nc(CCCN2CCc3c([nH]c4ccccc34)C2)nc2ccccc12,IC50,'=',74.0,nM
CHEMBL95769,COc1cccc(/C=C/C(=O)O)c1,Inhibition,'=',100.0,%
CHEMBL81143,NC(=O)c1cccc2[nH]c(-c3cccc(CN(CCO)CCO)c3)nc12,Ki,'=',272.0,nM
CHEMBL3290489,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCN3CCN(c4ccc(F)cc4)CC3)cc1)C2=O,IC50,'=',445.0,nM
CHEMBL3644777,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC4(CC3)OCCO4)cc1-2,IC50,'=',100.0,nM
CHEMBL3644779,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CC(O)C3)cc1-2,IC50,'=',30.0,nM
CHEMBL361675,O=C1NCCn2c(-c3ccc(F)cc3)cc3cccc1c32,Ki,'=',11.0,nM
