molecule_chembl_id,canonical_smiles,standard_type,relation,standard_value,standard_units
CHEMBL550370,Cc1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,IC50,'=',500.0,nM
CHEMBL563408,O=C(NCCN1CCOCC1)c1cc2[nH]c(=O)c3ccccc3n2n1,IC50,'=',140.0,nM
CHEMBL550382,CN1CCC(CNC(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)C1,IC50,'=',80.0,nM
CHEMBL3935111,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC(F)F)CC2)cc1,IC50,'>',19000.0,nM
CHEMBL3805896,COc1ccc(C(=O)C2CCN(C(=O)CCCc3cn4c(C)ccc4c(=O)[nH]3)CC2)cc1,IC50,'=',730.0,nM
CHEMBL3804939,COc1ccc(C(=O)C2CCN(C(=O)CCCc3nc4c(C)scc4c(=O)[nH]3)CC2)cc1C,IC50,'=',1900.0,nM
CHEMBL596389,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccccc1,IC50,'=',8.0,nM
CHEMBL3291313,CC(C)N1CCN(C(=O)c2cc3[nH]c(=O)c4ccccc4c3n2C)CC1,IC50,'=',830.0,nM
CHEMBL3291316,Cn1c(C(=O)N2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc2[nH]c(=O)c3ccccc3c21,IC50,'>',10000.0,nM
CHEMBL3291319,CN1CCCN(C(=O)c2cc3[nH]c(=O)c4ccccc4c3n2C)CC1,IC50,'=',200.0,nM
CHEMBL3291328,CN1CCCN(C(=O)c2cc3c(n2C)-c2ccccc2C(=O)NC3)CC1,IC50,'=',10000.0,nM
CHEMBL3291331,CCN1CCN(C(=O)c2sc3c([nH]c(=O)c4ccccc43)c2C)CC1,IC50,'=',79.0,nM
CHEMBL3291333,Cc1c(C(=O)N2CCC(N(C)C)CC2)sc2c1[nH]c(=O)c1ccccc12,IC50,'=',29.0,nM
CHEMBL3291335,Cc1c(C(=O)NCCN2CCOCC2)sc2c1[nH]c(=O)c1ccccc12,IC50,'=',83.0,nM
CHEMBL525167,Cn1nc(-c2ccccc2)c2c1NC(=O)C1CCCCC21,IC50,'=',7.3,nM
CHEMBL147552,O=c1cc(-c2cccc(O)c2)oc2ccccc12,IC50,'=',2454.71,nM
CHEMBL147552,O=c1cc(-c2cccc(O)c2)oc2ccccc12,IC50,'=',2400.0,nM
CHEMBL596518,Cc1cccn2c1nc1c3ccccc3c(=O)[nH]c12,IC50,'=',3310.0,nM
CHEMBL596092,Cc1cc(C)n2c(c1)nc1c3ccccc3c(=O)[nH]c12,IC50,'>',100000.0,nM
CHEMBL3663653,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(CC2CCCCC2)CC1,IC50,'=',190.0,nM
CHEMBL593610,CNCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1C(F)(F)F,IC50,'=',5.0,nM
CHEMBL610491,NC(=O)c1cccc2cn(-c3ccc(NC(=O)C4CNC4)cc3)nc12,IC50,'=',10.0,nM
CHEMBL596142,NC(=O)c1cccc2cn(-c3ccc(C(=O)Nc4ccncc4)cc3)nc12,IC50,'=',30.0,nM
CHEMBL3649710,COc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,'=',500.0,nM
CHEMBL3649748,CCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,'=',160.0,nM
CHEMBL3290465,CC1Cc2c(N)ccc(C(N)=O)c2O1,IC50,'=',4650.0,nM
CHEMBL3290469,NC(=O)c1cccc2c1O/C(=C\c1cccc(Oc3ccccc3)c1)C2=O,IC50,'=',4650.0,nM
CHEMBL3290479,NC(=O)c1cccc2c1O/C(=C\c1cc(O)ccc1O)C2=O,IC50,'>',10000.0,nM
CHEMBL3290485,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCCN3CCOCC3)cc1)C2=O,IC50,'=',718.0,nM
CHEMBL3291317,CC(C)S(=O)(=O)N1CCN(C(=O)c2cc3[nH]c(=O)c4ccccc4c3n2C)CC1,IC50,'=',600.0,nM
CHEMBL3105890,NC(=O)n1ccc2ccc(N3CCCC3)nc21,IC50,'=',220.0,nM
CHEMBL1090483,CN1CCCC(c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)C1,Ki,'=',4.0,nM
CHEMBL593855,CNCc1ccc(-n2cc3c(F)c(F)cc(C(N)=O)c3n2)cc1,IC50,'=',25.0,nM
CHEMBL595464,CN1CCN(CC(=O)N2CCc3cccc4c3C2CNC4=O)CC1,IC50,'=',97.0,nM
CHEMBL2058925,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cccnc2)CC1,EC50,'=',9.0,nM
CHEMBL2058927,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cnccn2)CC1,EC50,'=',3.3,nM
CHEMBL187720,O=Cc1cn2c3c(cccc13)C(=O)NCC2,Ki,'=',176.0,nM
CHEMBL188217,Cc1cn2c3c(cccc13)C(=O)NCC2,Ki,'=',122.0,nM
CHEMBL2419892,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2ccccc12,IC50,'>',100000.0,nM
CHEMBL598350,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4CCNC4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',3.9,nM
CHEMBL590632,C=CCC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCN1,IC50,'=',1.8,nM
CHEMBL590882,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccccc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',3.3,nM
CHEMBL594975,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cccc(C(=O)N2CCCNCC2)c1,IC50,'=',50.0,nM
CHEMBL594596,O=C1NCc2cccc3cccc1c23,IC50,'=',540.0,nM
CHEMBL611049,O=C1NCC2c3c(cccc31)CCN2C(=O)c1ccc(Cl)cc1,IC50,'=',7.0,nM
CHEMBL2381633,Cc1cc(=O)[nH]c2cc(-c3ccccc3F)ccc12,Inhibition,'=',21.0,%
CHEMBL4071492,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(NC4CCCCC4)CC3)nc12,IC50,'=',70.0,nM
CHEMBL4081066,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC4CC4)CC3)nc12,PF50,'=',3.53,
CHEMBL3644603,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3ccc(F)cc3)CC1)N2,IC50,'=',27.0,nM
CHEMBL1935275,NC(=O)[C@@H]1CCCN1C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',13.0,nM
CHEMBL3644562,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(Cc3ccccc3)CC1)N2,IC50,'=',35.0,nM
CHEMBL3644586,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(c3ccccc3)CC1)N2,IC50,'=',19.0,nM
CHEMBL4435879,CC(C)CN1CCC(c2nc3cncc4c3n2CCNC4=O)CC1,IC50,'=',28.0,nM
CHEMBL1552719,COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1,IC50,'>',19000.0,nM
CHEMBL1949842,Cc1cccc2nc[nH]c(=O)c12,IC50,'=',25000.0,nM
CHEMBL1086580,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,IC50,'=',1180.0,nM
CHEMBL365086,O=S(=O)(NCCCN1CCOCC1)c1cc2c(cc1F)-c1nc(O)c3ccccc3c1C2,IC50,'=',10.0,nM
CHEMBL3238252,Cc1cc(NCCc2ccc(O)cc2)c2nncn2n1,IC50,'>',10000.0,nM
CHEMBL1094959,CC(C)NCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,IC50,'=',6.7,nM
CHEMBL1094951,NC(=O)c1cccc2cn(Cc3ccccc3)nc12,IC50,'=',130.0,nM
CHEMBL1098296,NC(=O)c1cccc2cn(-c3ccc4c(c3)CCNC4)nc12,IC50,'=',1.4,nM
CHEMBL1169488,NC(=O)c1cccc2cc(-c3ccccc3)nn12,IC50,'=',55.0,nM
CHEMBL4589423,O=C(O)C1C(C(=O)O)C(C(=O)NCCOCCOCC(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)C1C(=O)O,Ki,'=',41.5,nM
CHEMBL4564916,NCCOCCOCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,Ki,'=',1.48,nM
CHEMBL4059827,O=C1SCCc2nc(-c3ccc(C(F)(F)F)cc3)[nH]c(=O)c21,IC50,'=',854.0,nM
CHEMBL3605997,Cc1cccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)c1,IC50,'=',9900.0,nM
CHEMBL3605978,NC(=O)c1cccc2c1C(=O)N(CCCN1CCCCC1)C2,IC50,'=',200.0,nM
CHEMBL3605996,Cc1ccccc1CN1CCC(N2Cc3cccc(C(N)=O)c3C2=O)CC1,IC50,'=',1100.0,nM
CHEMBL562310,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,IC50,,,
CHEMBL3649793,COc1cc(CN2CC(C)OC(C)C2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',780.0,nM
CHEMBL335711,COC(=O)c1cccc(NC(=O)c2ccc(OC)cc2)c1N,Inhibition,,,
CHEMBL358291,O=C1NCCc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[nH]c3cccc1c23,Ki,'=',230.0,nM
CHEMBL131778,COC(=O)c1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)c1N,Inhibition,,,
CHEMBL1949855,O=c1[nH]cnc2c(Cl)cccc12,IC50,'=',5650.0,nM
CHEMBL4069154,Cc1ccc(Cn2cc(/C=C3\SC(=O)NC3=O)c3ccccc32)cc1,IC50,'=',13950.0,nM
CHEMBL3290460,C[C@@H]1Cc2cc(F)cc(C(N)=O)c2O1,IC50,'=',1530.0,nM
CHEMBL3290462,CC1Cc2cc([N+](=O)[O-])cc(C(N)=O)c2O1,IC50,'>',25000.0,nM
CHEMBL3290466,NC(=O)c1nn(CCCN2C(=O)C(=O)c3ccccc32)c2ccccc12,IC50,'=',6800.0,nM
CHEMBL3649714,CCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,IC50,'>',4000.0,nM
CHEMBL3649792,COc1cc(CNC2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',270.0,nM
CHEMBL562175,O=C(c1cc2[nH]c(=O)c3ccccc3n2n1)N1CCN(CC2CC2)CC1,IC50,'=',300.0,nM
CHEMBL562909,CCCc1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,IC50,'>',1000.0,nM
CHEMBL3291336,Cc1c(C(=O)NCCN2CCCC2)sc2c1[nH]c(=O)c1ccccc12,IC50,'=',248.0,nM
CHEMBL105925,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccccc1,EC50,,,nM
CHEMBL380809,Cc1c2c(c3c([nH]c4ccccc43)c1C)C(=O)NC2=O,IC50,'=',700.0,nM
CHEMBL4461708,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,IC50,'=',6560.0,nM
CHEMBL189466,C/C(=N\O)c1cn2c3c(cccc13)C(=O)NCC2,Ki,'=',39.0,nM
CHEMBL3644565,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccc(Cl)cc3)CC1)N2,IC50,'=',9.0,nM
CHEMBL2419698,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2cccs2)CC1,IC50,'>',19000.0,nM
CHEMBL4086413,CC(C)CN1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,IC50,'=',81.0,nM
CHEMBL3290467,NC(=O)c1cccc2c1OCC2=O,IC50,'=',16200.0,nM
CHEMBL3290468,NC(=O)c1cccc2c1O/C(=C\c1ccccc1)C2=O,IC50,'=',12020.0,nM
CHEMBL3290488,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCC(O)CN3CCOCC3)cc1)C2=O,IC50,'=',176.0,nM
CHEMBL3290491,CN1CCN(CCCS(=O)(=O)Nc2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)CC1,IC50,'=',113.0,nM
CHEMBL4169012,N#Cc1ccccc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,IC50,'=',0.02,nM
CHEMBL3649762,CCOC(=O)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,'=',540.0,nM
CHEMBL3649779,CCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,IC50,'=',50.0,nM
CHEMBL3959368,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)c2ccccc2[N+](=O)[O-])CC1,IC50,'=',15.0,nM
CHEMBL488831,NC(=O)c1cccc2[nH]c([C@@H]3CCCN3)nc12,EC50,'=',16.0,nM
CHEMBL452539,CC(C)N1CCCC(c2nc3c(C(N)=O)cccc3[nH]2)C1,EC50,'=',12.0,nM
CHEMBL445724,CN1CCCCC1c1nc2c(C(N)=O)cccc2[nH]1,EC50,'=',30.0,nM
CHEMBL453060,NC(=O)c1cccc2[nH]c(C3CCN(CCc4ccccc4)C3)nc12,EC50,'=',6.0,nM
CHEMBL1891423,Oc1ncnc2ccsc12,Inhibition,'=',46.0,%
CHEMBL2440884,Cc1ccc(C(=O)C2=C3NC(=O)c4ccccc4N3Cc3ccccc32)cc1,Inhibition,,,%
CHEMBL2440679,CCN(CC)c1ccc(/C=N\Nc2nnc(C)c(=O)[nH]2)cc1,Inhibition,,,%
CHEMBL2440678,CC1Oc2ccc(NC(=O)COc3ccc(F)cc3)cc2NC1=O,Inhibition,,,%
CHEMBL1891423,Oc1ncnc2ccsc12,IC50,'=',14000.0,nM
CHEMBL2377260,O=c1[nH]c(CCCN2CCC(c3ccc(Cl)cc3)CC2)nc2ccccc12,IC50,'=',388.0,nM
CHEMBL3963547,N#CCN(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,IC50,'>',19000.0,nM
CHEMBL3986804,CC(c1cccs1)N(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,IC50,'>',19000.0,nM
CHEMBL1935267,O=C(CCC(=O)N1CCOCC1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',13.0,nM
CHEMBL1935271,Cl.NCCNC(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',22.0,nM
CHEMBL1935274,O=C(CCC(=O)N1CCC[C@H]1C(=O)O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',2.0,nM
CHEMBL3663652,NC(=O)c1cccc2[nH]n(C3CCN(CC4CCCCC4)CC3)c(=O)c12,IC50,'=',95.0,nM
CHEMBL3663655,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(CC2CC=CCC2)CC1,IC50,'=',44.0,nM
CHEMBL3649790,COc1cc(CNC(C)(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',610.0,nM
CHEMBL3649795,COc1cc(CN(C)C2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',190.0,nM
CHEMBL3290455,CC1Cc2cccc(C(N)=O)c2O1,IC50,'=',10440.0,nM
CHEMBL3290454,NC(=O)c1cc(N)cc2c1OCC2,IC50,'>',25000.0,nM
CHEMBL3290459,CC1Cc2cc(F)cc(C(N)=O)c2O1,IC50,'=',2450.0,nM
CHEMBL3291327,Cn1c(C(=O)N2CC=C(c3ccc(F)cc3)CC2)cc2c1-c1ccccc1C(=O)NC2,IC50,'=',1673.0,nM
CHEMBL3291332,Cc1c(C(=O)N2CCN(C(C)C)CC2)sc2c1[nH]c(=O)c1ccccc12,IC50,'=',86.0,nM
CHEMBL3317898,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CCCCC2)CC1,IC50,,,
CHEMBL3317904,Cc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,Inhibition,'=',95.42,%
CHEMBL3593803,CC(=O)Nc1ccccc1-c1ccc(-c2nc3c(C(=O)O)cc(C)cc3[nH]2)cc1,Inhibition,'<',15.0,%
CHEMBL3593802,CC(=O)Nc1cccc(-c2ccc(-c3nc4c(C(=O)O)cc(C)cc4[nH]3)cc2)c1,Inhibition,'<',15.0,%
CHEMBL576423,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccccn4)cc3)nc12,IC50,'=',83.0,nM
CHEMBL4160236,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',11.2,nM
CHEMBL4176518,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(CC2CC2)CC1,IC50,'=',9.7,nM
CHEMBL106154,Nc1cnc2c(c1)[nH]c(=O)c1ccccc12,IC50,'=',180.0,nM
CHEMBL3764990,Cn1ccnc1[C@@H]1c2n[nH]c(=O)c3cccc(c23)N[C@H]1c1ccc(F)cc1,IC50,'=',136.0,nM
CHEMBL2237229,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCCCC1,ED50,'=',1.26,uM
CHEMBL2237213,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCCCC2)CC1,IC50,'=',67.0,nM
CHEMBL2237215,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCC2)CC1,IC50,'=',47.0,nM
CHEMBL2237232,O=C(NCCN1CCNCC1)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,'=',36.0,nM
CHEMBL2237234,O=C(NCCN1CCCCC1)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,'=',58.0,nM
CHEMBL2237237,NCCNC(=O)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,'=',17.0,nM
CHEMBL2237239,O=C(O)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,'=',78.0,nM
CHEMBL550053,CN1CCC(C(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)CC1,IC50,'=',60.0,nM
CHEMBL558845,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCNCC3)c21,IC50,'=',25.0,nM
CHEMBL3701702,CC1c2cccc(C(N)=O)c2C(=O)N1C1CCN(Cc2ccccn2)CC1,Kd,'=',170.0,nM
CHEMBL3701706,CC1c2cccc(C(N)=O)c2C(=O)N1C1CCN(Cc2ccc[nH]2)CC1,Kd,'=',20.0,nM
CHEMBL3701707,CC1c2cccc(C(N)=O)c2C(=O)N1C1CCN(Cc2cccs2)CC1,Kd,'=',10.0,nM
CHEMBL3701695,CC1c2cccc(C(N)=O)c2C(=O)N1c1ccc(N2CCCCC2)cc1,Kd,'=',80.0,nM
CHEMBL527654,NC(=O)c1cccc2[nH]c(C3CNC3)nc12,Ki,'=',6.0,nM
CHEMBL81723,NC(=O)c1cccc2[nH]c(-c3ccccc3)nc12,Ki,'=',17.0,nM
CHEMBL488497,NC(=O)c1cccc2[nH]c([C@H]3CCCCN3)nc12,EC50,'=',29.0,nM
CHEMBL452800,CCCN1CCC(c2nc3cccc(C(N)=O)c3[nH]2)CC1,EC50,'=',3.0,nM
CHEMBL479780,CC(C)(NC1CCCC1)c1nc2c(C(N)=O)cccc2[nH]1,EC50,'=',4.0,nM
CHEMBL551854,CN1CCCN(C(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)CC1,IC50,'=',10.0,nM
CHEMBL4641894,O=C(OCc1ccccc1)N1CCN(CCSc2nc3ccccc3c(=O)[nH]2)CC1,IC50,'=',356.0,nM
CHEMBL551505,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,Inhibition,,,%
CHEMBL3644775,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(O)C3)cc1-2,IC50,'=',100.0,nM
CHEMBL2322618,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,Ratio IC50,'=',13.0,
CHEMBL2322614,O=C(NC1CNC(=O)c2ccccc21)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',86340.0,nM
CHEMBL4099515,CC(C)c1ccc(Cn2cc(/C=C3\SC(=O)NC3=O)c3ccccc32)cc1,IC50,'=',74000.0,nM
CHEMBL4521684,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,IC50,'=',97.0,nM
CHEMBL4521985,CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)NN)cc21,IC50,'=',79.0,nM
CHEMBL1949848,Nc1ccc2nc[nH]c(=O)c2c1,IC50,'=',25000.0,nM
CHEMBL1949854,O=c1[nH]cnc2c(F)cccc12,IC50,'=',18770.0,nM
CHEMBL1949866,Cc1nc2c(N)cccc2c(=O)[nH]1,Inhibition,'>',60.0,%
CHEMBL3414763,C/C(=C/C(=O)O)C(=O)Nc1cccc(C(N)=O)c1,IC50,'=',8912.51,nM
CHEMBL3414770,NC(=O)c1cccc(NC(=O)CCCC(=O)O)c1,IC50,'=',3715.35,nM
CHEMBL1949851,Cc1ccc2c(=O)[nH]cnc2c1,Inhibition,'=',40.0,%
CHEMBL1949853,Nc1ccc2c(=O)[nH]cnc2c1,Inhibition,'<',40.0,%
CHEMBL523829,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,'=',88.0,nM
CHEMBL3975917,CN(C)CCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,IC50,'=',5.5,nM
CHEMBL3976904,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN(Cc2ccccc2)Cc2ccccc2)C1,IC50,'>',1000.0,nM
CHEMBL555752,O=c1[nH]c2ccc(CN3CCCC3)cc2n2cccc12,EC50,'=',29.0,nM
CHEMBL3892556,O=C(Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)NC1CCCC1,Ki,'=',204.0,nM
CHEMBL2058926,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2ccccn2)CC1,Ki,'=',1.0,nM
CHEMBL3937699,CC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,Ki,'=',1.0,nM
CHEMBL3975124,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5c4NCCC5)ccc3F)CC2)cc1,Ki,'=',0.7,nM
CHEMBL3984680,O=C(c1cccc(Cl)c1)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1,Ki,'=',3.0,nM
CHEMBL3934529,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4Cc2ccccc2)C1,IC50,'>',1000.0,nM
CHEMBL3984980,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCCC2)C1,IC50,'=',2.9,nM
CHEMBL3957308,CC1(C)CC2=NN(CCO)C(=O)c3cccc4c3c2c(n4CCO)C1,IC50,'=',1900.0,nM
CHEMBL3983389,CCN(CCNC(=O)N1CCCC1)C(=O)c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',2.7,nM
CHEMBL2058929,O=C1CCCN1c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',1.2,nM
CHEMBL3910314,O=C(CCCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)Nc1ccccc1,Ki,'=',3.2,nM
CHEMBL4093008,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(Cc2ccccc2)C1,IC50,'=',13.3,nM
CHEMBL4100719,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(c2ccccc2)C1,IC50,'=',92.6,nM
CHEMBL426270,I.O=S(=O)(NCCCN1CCOCC1)c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,IC50,'=',800.0,nM
CHEMBL81977,NC(=O)c1cccc(N)c1,IC50,'=',30000.0,nM
CHEMBL193679,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCCCCC12,IC50,'=',495.0,nM
CHEMBL198355,Oc1nc2cc(CN3CC=C(c4ccccc4)CC3)ccc2c2ccccc12,IC50,'=',16.0,nM
CHEMBL1652715,O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccsc12,Inhibition,'=',7.0,%
CHEMBL556241,O=c1[nH]c2cc(CN3CCCCC3)ccc2n2cccc12,Ki,'=',9.0,nM
CHEMBL435073,Nc1ncnc2c1ncn2C1OC(C(=O)N2CCN(CC(=O)Nc3cccc4c3CNC4=O)CC2)[C@@H](O)[C@H]1O,IC50,'=',45.0,nM
CHEMBL596391,O=C1NCC2c3c(cccc31)CCN2C(=O)Nc1ccccc1,IC50,'=',11.0,nM
CHEMBL134176,CC(C)[Si](OCc1ccccc1-c1nc2c(C(N)=O)cccc2[nH]1)(C(C)C)C(C)C,Inhibition,,,
CHEMBL196504,Oc1nc2ccc(CCCCN3CC=C(c4ccccc4)CC3)cc2c2ccccc12,IC50,'=',119.0,nM
CHEMBL144690,SC1=NCCc2c(-c3ccccc3)[nH]c3cccc1c23,Ki,'=',57.0,nM
CHEMBL2407983,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(C)c1,IC50,'=',38.0,nM
CHEMBL2407975,CCNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)cc1,IC50,'=',6.0,nM
CHEMBL2407971,CNC(=O)c1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,IC50,'=',29.0,nM
CHEMBL2408003,CC1Oc2cc(CN3CC=C(c4ccc(Cl)cc4)CC3)ccc2NC1=O,Kd,'=',100000.0,nM
CHEMBL196444,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',5.0,nM
CHEMBL370869,O=C1NC(=O)c2c1ccc1[nH]c3ccccc3c21,IC50,'=',10000.0,nM
CHEMBL364691,O=S(=O)(NCCCn1ccnc1)c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,IC50,'=',394.0,nM
CHEMBL364691,O=S(=O)(NCCCn1ccnc1)c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,EC50,'=',300.0,nM
CHEMBL195966,CN1CC(=O)N(c2cc(Cc3nnc(O)c4ccccc34)ccc2F)C(=O)C1,IC50,'=',9.5,nM
